"zpid","county","propertyTaxRate","timeOnZillowDays","yearBuilt","annualHomeownersInsurance","monthlyHoaFee","favoriteCount","pageViewCount"
2056884047,"Hartford County",2.16,54,1983,945,688,0,16
57791991,"Hartford County",2.16,55,1940,970,NA,0,27
58022679,"New Haven County",2.13,55,1922,987,NA,0,15
59278853,"Hartford County",2.16,55,1953,1000,NA,0,22
174143665,"Hartford County",2.16,55,1987,987,376,1,16
174479257,"New Haven County",2.13,55,1966,932,315,0,19
57912555,"New Haven County",2.13,56,1948,924,NA,0,11
58032559,"New Haven County",2.13,56,1920,966,NA,0,17
174044476,"Hartford County",2.16,56,1948,987,NA,3,26
207203768,"Tolland County",2.06,56,1984,924,238,0,9
339528106,"Hartford County",2.16,56,1955,966,NA,0,6
58774091,"Fairfield County",1.69,12,1955,1680,NA,187,1845
58961890,"New London County",1.66,57,1928,991,NA,0,12
60102785,"Tolland County",2.06,57,1900,945,NA,0,18
210142651,"Windham County",1.69,57,1972,976,NA,0,1
57853715,"Middlesex County",1.9,58,1988,949,NA,0,2
57918795,"New Haven County",2.13,58,1974,966,315,0,22
57956368,"New Haven County",2.13,58,1950,945,NA,0,25
114456609,"Tolland County",2.06,58,1945,998,NA,0,22
174431175,"New Haven County",2.13,58,1930,966,NA,0,16
207170239,"Tolland County",2.06,58,1988,924,1042,0,12
57734742,"Hartford County",2.16,61,1963,966,2246,0,12
57884370,"New Haven County",2.13,61,1982,995,285,0,9
58053928,"New London County",1.66,12,1950,1004,NA,92,1497
58149907,"Hartford County",2.16,61,1996,966,235,0,30
58917410,"New Haven County",2.13,61,1956,966,NA,0,29
59296413,"Windham County",1.69,61,1964,966,NA,0,11
157587616,"New London County",1.66,61,1956,945,NA,0,22
174444014,"New Haven County",2.13,35,1959,1008,NA,54,1447
2056913929,"Middlesex County",1.9,62,1988,949,245,0,9
58860981,"Litchfield County",1.78,63,1968,970,NA,0,5
61992060,"New London County",1.66,63,1988,953,370,1,25
62542974,"Hartford County",2.16,63,1920,945,NA,0,7
174460527,"New Haven County",2.13,63,1988,956,NA,0,4
200438134,"Middlesex County",1.9,63,1921,926,NA,0,6
207194803,"Tolland County",2.06,63,1952,937,NA,0,16
57880006,"New Haven County",2.13,64,1949,953,NA,0,15
339585116,"New Haven County",2.13,65,1954,1008,NA,0,9
58019904,"New Haven County",2.13,68,1920,945,NA,0,20
58045567,"New London County",1.66,68,1965,978,NA,0,16
58954414,"New Haven County",2.13,68,1950,945,NA,0,8
68976228,"New Haven County",2.13,68,2005,924,300,0,12
82383466,"New Haven County",2.13,68,2006,991,250,0,5
2078450081,"New Haven County",2.13,68,NA,991,NA,0,1
58062242,"New London County",1.66,69,1963,987,NA,0,27
59037606,"Hartford County",2.16,69,1982,974,NA,0,10
61997534,"New London County",1.66,69,2002,945,290,0,9
197788439,"Litchfield County",1.78,69,1975,966,NA,0,5
207176445,"Tolland County",2.06,70,2004,958,334,0,5
57394448,"Fairfield County",1.69,71,1976,980,NA,0,3
57707623,"Hartford County",2.16,71,1987,987,285,0,5
58017106,"New Haven County",2.13,71,1940,962,NA,0,14
60019419,"New Haven County",2.13,71,1998,949,435,0,20
339530120,"Hartford County",2.16,71,1921,966,NA,0,3
57697445,"Hartford County",2.16,72,1917,987,NA,0,16
58869344,"Litchfield County",1.78,72,1958,958,NA,0,8
174143129,"Hartford County",2.16,72,1900,945,NA,0,1
177203665,"Fairfield County",1.69,72,1940,945,554,0,8
58032801,"New Haven County",2.13,75,1921,958,NA,0,32
2087482654,"Hartford County",2.16,75,1982,974,308,0,14
57702512,"Hartford County",2.16,76,1910,966,NA,0,7
57867721,"Middlesex County",1.9,76,1977,924,350,1,60
57995294,"New Haven County",2.13,76,1974,995,692,0,4
58132075,"Hartford County",2.16,76,1972,945,394,0,12
59050900,"Hartford County",2.16,76,1921,966,NA,0,2
59057900,"Hartford County",2.16,76,1935,924,NA,0,14
59289692,"Hartford County",2.16,76,1960,945,NA,0,8
197797490,"Litchfield County",1.78,76,1910,945,NA,0,14
241157843,"Hartford County",2.16,76,1984,945,315,0,0
57710964,"Hartford County",2.16,77,1938,987,NA,0,5
57822527,"Litchfield County",1.78,77,1967,924,NA,0,13
57835720,"Litchfield County",1.78,77,1900,966,NA,0,7
58012967,"New Haven County",2.13,77,1920,1004,NA,0,7
57945515,"New Haven County",2.13,78,1974,966,NA,0,4
58111091,"Windham County",1.69,78,1938,984,NA,1,15
174081823,"Hartford County",2.16,78,1968,945,NA,0,4
240503596,"Fairfield County",1.69,78,1969,945,407,0,10
241226956,"Hartford County",2.16,78,1949,924,471,0,9
2138406111,"Fairfield County",1.69,78,1953,945,737,1,14
57930472,"New Haven County",2.13,79,1987,945,NA,0,13
58046516,"New London County",1.66,79,1820,945,NA,0,13
58151733,"Hartford County",2.16,79,1968,945,455,0,8
59301482,"Fairfield County",1.69,79,2004,924,NA,0,26
60008848,"Hartford County",2.16,79,1984,945,262,0,0
174044477,"Hartford County",2.16,79,1948,945,NA,0,26
174068253,"Hartford County",2.16,79,1955,966,NA,0,16
174091457,"Hartford County",2.16,79,1984,945,NA,0,3
2063603636,"Fairfield County",1.69,79,1969,945,325,2,124
2079480126,"New Haven County",2.13,79,1974,966,275,0,10
58069861,"New London County",1.66,81,1900,1004,NA,0,16
57994796,"New Haven County",2.13,82,1971,966,626,0,11
58872686,"Litchfield County",1.78,82,1953,945,NA,1,13
59068327,"Hartford County",2.16,82,1960,924,NA,1,12
68532090,"New London County",1.66,82,2005,974,304,0,11
174067464,"Hartford County",2.16,82,1986,924,405,0,10
197793453,"Litchfield County",1.78,82,1987,924,339,0,15
57348411,"Fairfield County",1.69,83,1928,945,NA,0,13
57935981,"New Haven County",2.13,83,1978,987,410,0,5
58151600,"Hartford County",2.16,83,1983,987,310,0,8
61802371,"Hartford County",2.16,6,1962,1380,NA,0,5
174049460,"Hartford County",2.16,23,1955,1386,NA,111,1750
174049920,"Hartford County",2.16,83,1987,966,150,0,13
58054118,"New London County",1.66,84,1996,958,NA,0,5
58123940,"Windham County",1.69,84,1900,966,NA,0,6
174079130,"Hartford County",2.16,84,1972,924,NA,0,7
57897615,"New Haven County",2.13,85,1954,932,NA,0,26
59064298,"Hartford County",2.16,85,1934,945,NA,0,18
62545983,"New Haven County",2.13,85,1987,958,250,0,6
57254555,"Fairfield County",1.69,86,1983,974,NA,0,5
57945539,"New Haven County",2.13,86,1974,972,NA,0,3
57994247,"New Haven County",2.13,86,1972,970,586,0,6
58103108,"Tolland County",2.06,86,1965,994,NA,0,13
174338425,"New Haven County",2.13,86,1916,966,NA,0,3
174442175,"New Haven County",2.13,86,1927,966,NA,0,9
57720172,"Hartford County",2.16,89,1966,981,385,0,15
57937217,"New Haven County",2.13,89,1989,1003,235,0,12
57994318,"New Haven County",2.13,89,1969,987,586,0,3
58024048,"New Haven County",2.13,89,1956,924,NA,0,15
58142145,"Hartford County",2.16,89,1860,945,300,0,10
58915585,"New Haven County",2.13,89,1965,992,NA,0,11
63040224,"Hartford County",2.16,89,1986,945,NA,0,0
69338842,"New Haven County",2.13,89,1916,987,604,0,85
241320426,"New Haven County",2.13,89,1966,974,388,0,10
339901012,"New Haven County",2.13,89,1974,972,275,0,4
2053815519,"New Haven County",2.13,89,2023,1000,130,0,36
2055253165,"Hartford County",2.16,89,1948,970,NA,0,1
2055736363,"Middlesex County",1.9,89,1979,991,252,0,12
57251791,"Fairfield County",1.69,90,1957,945,NA,0,5
57933252,"New Haven County",2.13,90,1972,945,431,0,50
58975369,"New London County",1.66,90,1900,966,NA,0,14
57955587,"New Haven County",2.13,91,1945,966,NA,0,13
61805380,"Middlesex County",1.9,91,1973,953,NA,0,3
62545788,"New Haven County",2.13,91,1987,928,200,0,5
62941569,"Middlesex County",1.9,91,1979,991,NA,0,9
241089769,"Hartford County",2.16,91,1971,966,624,0,12
2090133730,"Hartford County",2.16,91,1972,924,314,0,8
57719154,"Hartford County",2.16,92,1962,924,NA,0,3
58162795,"Hartford County",2.16,92,1952,967,NA,0,29
174440947,"New Haven County",2.13,92,1988,991,NA,0,10
197768091,"Litchfield County",1.78,92,2005,945,299,0,7
339525020,"Hartford County",2.16,92,1986,1004,NA,0,3
57269643,"Fairfield County",1.69,93,1959,924,NA,0,6
57737377,"Hartford County",2.16,93,1953,924,NA,0,6
57847812,"Middlesex County",1.9,93,1962,966,NA,0,18
57954253,"New Haven County",2.13,93,1930,987,NA,0,8
57971030,"New Haven County",2.13,93,1864,966,NA,0,9
58864469,"Litchfield County",1.78,93,1790,987,NA,0,3
61996091,"New London County",1.66,93,1940,966,NA,0,13
339585534,"New Haven County",2.13,93,1955,966,NA,0,0
57808484,"Litchfield County",1.78,96,1969,945,325,0,25
57998946,"New Haven County",2.13,96,1920,990,NA,0,25
58033913,"New Haven County",2.13,96,1903,998,NA,0,14
58035951,"New Haven County",2.13,96,1970,966,NA,0,11
58090274,"New London County",1.66,96,1995,966,189,0,7
60010205,"Hartford County",2.16,96,1988,987,420,0,5
200403499,"Middlesex County",1.9,96,1840,966,NA,1,24
241333260,"New Haven County",2.13,96,1986,974,365,0,23
2056913485,"Hartford County",2.16,96,1986,1004,495,0,6
2063619200,"Middlesex County",1.9,96,1973,953,494,0,5
58082023,"New London County",1.66,97,1945,945,NA,0,3
58953252,"New Haven County",2.13,97,1929,966,NA,0,10
59285568,"Hartford County",2.16,97,1953,945,NA,0,18
200430449,"Middlesex County",1.9,97,1987,962,NA,0,1
241331488,"New London County",1.66,97,1900,926,NA,0,3
58023581,"New Haven County",2.13,98,1951,987,NA,0,16
58043746,"New London County",1.66,98,1947,945,NA,0,5
174079065,"Hartford County",2.16,98,1977,991,NA,0,7
177108750,"Fairfield County",1.69,98,1983,945,250,0,1
2056909255,"Hartford County",2.16,98,1988,953,315,0,3
58927426,"New Haven County",2.13,99,1955,966,NA,0,4
59007755,"Windham County",1.69,99,1971,987,NA,0,9
60104705,"Tolland County",2.06,9,1937,1218,NA,282,2693
62547988,"New London County",1.66,99,1972,966,NA,0,14
174459292,"New Haven County",2.13,99,1960,945,NA,0,18
197793214,"Litchfield County",1.78,99,1950,966,NA,0,22
250757336,"New London County",1.66,99,1940,945,NA,0,1
57841156,"Middlesex County",1.9,100,1986,987,225,0,10
57864324,"Middlesex County",1.9,100,1987,962,325,0,8
58964299,"New London County",1.66,100,1974,924,345,0,21
109734278,"Middlesex County",1.9,100,1968,924,NA,0,40
174408838,"New Haven County",2.13,100,1986,928,350,0,3
177206712,"Fairfield County",1.69,100,1959,935,530,0,6
197794783,"Litchfield County",1.78,100,1954,987,NA,0,16
2057578518,"Fairfield County",1.69,100,1987,945,280,0,8
57817212,"Litchfield County",1.78,103,1962,966,NA,0,11
57994939,"New Haven County",2.13,103,1967,966,626,0,7
58134540,"Hartford County",2.16,103,1955,1004,NA,0,2
58149042,"Hartford County",2.16,103,1977,991,302,0,4
174064051,"Hartford County",2.16,103,1953,924,NA,0,1
174065419,"Hartford County",2.16,103,1978,966,NA,0,3
197790806,"Litchfield County",1.78,103,1966,987,NA,0,8
57742283,"Hartford County",2.16,104,1990,1000,218,0,14
58074632,"New London County",1.66,104,1958,1000,NA,0,5
58148977,"Hartford County",2.16,104,1978,966,326,0,0
58997437,"Tolland County",2.06,104,1950,987,NA,0,7
59080342,"Hartford County",2.16,104,1937,945,NA,0,6
59966597,"Hartford County",2.16,104,1950,1002,NA,0,7
174052585,"Hartford County",2.16,104,1956,987,NA,0,3
2056896284,"New Haven County",2.13,104,1986,987,276,0,6
2089285417,"Hartford County",2.16,104,1983,945,290,0,10
57269070,"Fairfield County",1.69,105,1951,945,NA,0,1
59298219,"Windham County",1.69,105,1956,966,NA,0,13
241231546,"Hartford County",2.16,105,1949,945,NA,0,5
57702329,"Hartford County",2.16,106,1971,945,NA,0,2
57730252,"Hartford County",2.16,106,1941,958,NA,0,19
58012818,"New Haven County",2.13,91,1978,1680,NA,3,236
174071122,"Hartford County",2.16,106,1953,947,NA,0,17
57254531,"Fairfield County",1.69,107,1983,964,282,0,8
57785768,"Hartford County",2.16,107,1921,988,NA,0,7
57931719,"New Haven County",2.13,107,1910,1002,NA,0,4
58071073,"New London County",1.66,107,1952,945,NA,0,9
57994073,"New Haven County",2.13,110,1970,960,551,0,4
58049528,"New London County",1.66,110,1900,945,NA,0,9
58906102,"New Haven County",2.13,110,1946,924,NA,1,28
58951789,"New Haven County",2.13,110,1987,970,NA,0,3
59047774,"Hartford County",2.16,110,1940,960,NA,0,11
174461622,"New Haven County",2.13,110,1980,953,170,0,6
59055302,"Hartford County",2.16,111,1942,966,NA,0,5
59966406,"Hartford County",2.16,111,1959,987,NA,0,7
197804290,"Litchfield County",1.78,111,1966,977,NA,0,11
57714714,"Hartford County",2.16,112,1941,983,NA,0,7
57792641,"Hartford County",2.16,112,1920,924,NA,0,6
57866035,"Middlesex County",1.9,149,1990,928,NA,14,234
57958654,"New Haven County",2.13,112,1959,945,NA,0,4
57966462,"New Haven County",2.13,112,2006,966,NA,0,11
57967521,"New Haven County",2.13,112,1920,966,NA,0,15
58019900,"New Haven County",2.13,112,1917,958,NA,0,7
57934434,"New Haven County",2.13,113,1910,1008,NA,0,6
59061600,"Hartford County",2.16,113,1969,932,345,0,7
94654528,"New London County",1.66,113,2009,985,280,0,10
57849805,"Middlesex County",1.9,117,1969,968,265,0,8
58053698,"New London County",1.66,117,1948,924,NA,0,4
58852279,"Middlesex County",1.9,117,1940,987,NA,0,12
58951903,"New Haven County",2.13,117,1949,953,NA,0,11
177205384,"Fairfield County",1.69,117,1930,1004,368,0,4
197791398,"Litchfield County",1.78,117,1940,962,NA,0,6
57398611,"Fairfield County",1.69,118,1981,928,435,0,4
57955041,"New Haven County",2.13,118,1985,998,308,0,11
57994279,"New Haven County",2.13,118,1968,945,NA,0,1
57258281,"Fairfield County",1.69,119,1963,974,NA,0,10
174130574,"Hartford County",2.16,119,1957,945,NA,0,0
57889651,"New Haven County",2.13,120,1972,924,NA,0,2
57259169,"Fairfield County",1.69,121,1943,935,NA,0,3
58096839,"Tolland County",2.06,121,1948,958,NA,0,9
58952562,"New Haven County",2.13,27,1956,1407,NA,222,2738
174456090,"New Haven County",2.13,121,1991,987,290,0,8
250756817,"Middlesex County",1.9,121,2016,987,225,0,9
2053554928,"New Haven County",2.13,121,1970,945,586,0,5
2053944310,"Hartford County",2.16,121,1957,945,NA,0,3
2055992539,"New Haven County",2.13,121,1972,924,331,0,6
94651437,"Fairfield County",1.69,124,2009,945,NA,0,4
174053388,"Hartford County",2.16,124,1905,924,NA,0,5
174078200,"Hartford County",2.16,124,1986,966,405,0,3
177203786,"Fairfield County",1.69,124,1970,945,411,0,27
207191258,"Tolland County",2.06,124,1958,1006,NA,0,8
58864375,"Litchfield County",1.78,125,1948,945,NA,0,3
174481369,"New Haven County",2.13,125,1988,966,NA,0,4
2070910416,"Hartford County",2.16,125,1986,966,405,0,3
57278391,"Fairfield County",1.69,126,1973,945,399,0,7
58057144,"New London County",1.66,28,1960,1764,NA,88,1549
177193131,"Fairfield County",1.69,126,1972,966,482,0,9
242082950,"Litchfield County",1.78,126,1980,966,NA,0,3
2093379147,"Hartford County",2.16,126,1983,924,290,0,3
57711199,"Hartford County",2.16,127,1948,991,NA,0,7
57810761,"Litchfield County",1.78,127,1969,924,340,0,17
57919174,"New Haven County",2.13,127,1985,945,338,0,5
58018150,"New Haven County",2.13,127,1953,945,NA,0,6
197791238,"Litchfield County",1.78,127,1982,987,NA,0,13
339587170,"New Haven County",2.13,127,1954,945,NA,0,0
2063619996,"New Haven County",2.13,127,1988,966,341,0,2
57262335,"Fairfield County",1.69,128,1932,966,NA,1,4
57713472,"Hartford County",2.16,128,1959,966,NA,0,4
57867190,"Middlesex County",1.9,128,1953,987,NA,0,7
58118773,"Windham County",1.69,128,1987,966,200,0,0
58121833,"Windham County",1.69,128,1968,924,NA,0,4
58133687,"Hartford County",2.16,21,1961,1008,NA,355,5901
58895501,"New Haven County",2.13,128,1986,982,275,0,4
57251373,"Fairfield County",1.69,131,1968,947,390,0,16
57716857,"Hartford County",2.16,131,1960,983,NA,0,6
57746549,"Hartford County",2.16,131,1946,987,NA,0,6
58047792,"New London County",1.66,131,1984,987,300,0,10
58048009,"New London County",1.66,131,1984,987,300,0,4
58109043,"Windham County",1.69,131,1958,987,NA,0,5
58143270,"Hartford County",2.16,131,1954,985,NA,0,10
58930754,"New Haven County",2.13,131,1954,945,NA,0,2
69340726,"New Haven County",2.13,131,2005,953,230,0,1
82381814,"New London County",1.66,131,2003,966,NA,0,2
339583966,"New Haven County",2.13,131,1987,945,NA,0,0
2056888960,"Hartford County",2.16,131,1991,949,265,0,4
57930152,"New Haven County",2.13,132,1972,970,NA,0,6
58118780,"Windham County",1.69,132,1987,966,250,0,3
58962610,"New London County",1.66,132,1966,945,NA,0,24
79590180,"New London County",1.66,132,2014,966,250,0,4
174054932,"Hartford County",2.16,132,1971,924,NA,0,3
174375398,"New Haven County",2.13,132,1985,945,NA,0,1
174408833,"New Haven County",2.13,132,1986,924,350,0,2
2077637444,"Litchfield County",1.78,132,1980,966,360,0,5
57396948,"Fairfield County",1.69,133,1984,991,205,0,29
58131328,"Hartford County",2.16,133,1989,1008,327,0,3
60011360,"Hartford County",2.16,133,1910,987,NA,0,5
69229505,"New Haven County",2.13,133,2005,937,230,0,13
157575235,"New London County",1.66,133,1985,969,NA,0,13
174043635,"Hartford County",2.16,133,1955,987,NA,0,2
174051387,"Hartford County",2.16,133,1890,966,NA,0,2
2054192906,"Hartford County",2.16,133,1971,924,275,0,1
2063620010,"New Haven County",2.13,133,1987,945,250,0,1
57710688,"Hartford County",2.16,134,1922,987,NA,0,7
57912321,"New Haven County",2.13,18,1947,1575,NA,95,1241
174064715,"Hartford County",2.16,134,1984,987,NA,0,9
58123514,"Windham County",1.69,135,1895,945,NA,0,12
58964363,"New London County",1.66,135,1974,966,326,0,9
58991894,"Tolland County",2.06,135,1990,950,NA,0,14
59081187,"Hartford County",2.16,135,1973,974,NA,0,5
64692263,"New London County",1.66,135,2004,966,248,0,9
174043873,"Hartford County",2.16,135,NA,998,NA,0,3
174168750,"Hartford County",2.16,135,1906,924,NA,0,13
177323722,"Fairfield County",1.69,135,1981,924,NA,0,0
57764126,"Hartford County",2.16,138,1986,924,272,0,4
57933977,"New Haven County",2.13,138,1960,966,NA,0,5
57935535,"New Haven County",2.13,138,1951,966,NA,0,7
57997302,"New Haven County",2.13,138,1986,937,NA,0,5
57999617,"New Haven County",2.13,138,1986,956,NA,0,1
58017072,"New Haven County",2.13,138,1928,945,NA,0,4
58070777,"New London County",1.66,138,1914,979,NA,0,3
157608888,"New London County",1.66,138,1983,987,302,0,13
174068312,"Hartford County",2.16,138,1973,924,NA,0,8
174194540,"Hartford County",2.16,138,1988,928,NA,0,15
177203643,"Fairfield County",1.69,138,1940,924,674,0,4
197794577,"Litchfield County",1.78,138,1925,924,NA,0,4
197800492,"Litchfield County",1.78,138,1991,945,NA,0,10
2054671291,"New Haven County",2.13,138,1986,937,395,0,13
57928722,"New Haven County",2.13,139,1982,924,NA,0,4
58077162,"New London County",1.66,139,1920,1004,NA,0,9
58149777,"Hartford County",2.16,139,1955,995,NA,0,15
59012843,"Hartford County",2.16,139,1962,957,NA,0,8
59014686,"Hartford County",2.16,139,1958,994,NA,0,4
177260036,"Fairfield County",1.69,139,1985,945,NA,0,5
2055061614,"Hartford County",2.16,139,1971,966,355,0,10
2056887117,"Hartford County",2.16,139,1984,987,421,0,8
57350851,"Fairfield County",1.69,140,1930,966,NA,0,10
57867775,"Middlesex County",1.9,140,1988,981,275,0,17
58976052,"New London County",1.66,140,1882,945,NA,1,27
2091495130,"Hartford County",2.16,140,1973,987,235,0,6
57880442,"New Haven County",2.13,141,1930,987,NA,0,5
59975888,"Windham County",1.69,141,1855,924,NA,0,6
57783472,"Hartford County",2.16,48,1923,1470,NA,145,3106
58018670,"New Haven County",2.13,142,1937,987,NA,0,6
59077753,"Hartford County",2.16,142,1872,924,NA,0,19
197788953,"Litchfield County",1.78,142,1982,941,NA,0,0
2095236292,"Fairfield County",1.69,142,1983,991,353,0,11
57386390,"Fairfield County",1.69,145,1973,949,417,0,12
57820857,"Litchfield County",1.78,145,1989,945,235,0,7
60006386,"Hartford County",2.16,145,1964,966,NA,0,18
174143627,"Hartford County",2.16,145,1949,995,NA,0,8
57914195,"New Haven County",2.13,146,1988,945,250,0,5
58101894,"Tolland County",2.06,146,1807,966,NA,0,13
58132547,"Hartford County",2.16,146,1985,945,NA,0,7
57279073,"Fairfield County",1.69,147,1967,974,NA,0,5
61992635,"New London County",1.66,147,1957,937,NA,0,5
57920772,"New Haven County",2.13,26,1929,1575,NA,73,1327
57927281,"New Haven County",2.13,148,1951,995,NA,0,5
57957553,"New Haven County",2.13,148,1900,987,NA,0,5
58014661,"New Haven County",2.13,148,1957,935,NA,0,8
58871977,"Litchfield County",1.78,148,1954,1008,NA,0,0
58964562,"New London County",1.66,148,1990,924,322,0,16
174037858,"Hartford County",2.16,148,1956,945,NA,0,5
174409332,"New Haven County",2.13,148,1989,945,313,0,6
2074367287,"Fairfield County",1.69,148,1931,962,230,1,8
58952906,"New Haven County",2.13,149,1966,966,NA,0,11
57935775,"New Haven County",2.13,152,1947,1000,NA,0,8
57936648,"New Haven County",2.13,152,1988,945,225,0,10
57937208,"New Haven County",2.13,152,1989,928,235,0,0
58865376,"Litchfield County",1.78,152,1870,1008,NA,0,7
58871920,"Litchfield County",1.78,152,1950,924,NA,0,1
157584373,"New London County",1.66,152,1950,945,NA,0,8
177227116,"Fairfield County",1.69,152,1959,977,556,0,9
197802899,"Litchfield County",1.78,152,1930,924,NA,0,5
300370002,"Hartford County",2.16,152,1982,987,NA,0,13
2054362883,"Hartford County",2.16,152,1985,962,377,0,2
2067950814,"Hartford County",2.16,152,1988,970,441,0,5
57729134,"Hartford County",2.16,153,1918,966,NA,0,5
57736875,"Hartford County",2.16,153,1880,966,247,0,2
57912644,"New Haven County",2.13,153,1930,939,NA,0,6
58066641,"New London County",1.66,153,1919,945,NA,0,15
58142478,"Hartford County",2.16,153,1917,945,NA,0,7
58900063,"New Haven County",2.13,153,1973,937,NA,0,0
58996353,"Tolland County",2.06,153,1954,945,NA,0,8
82382162,"New London County",1.66,153,2007,970,165,2,11
157576590,"New London County",1.66,153,1985,966,NA,0,11
177206654,"Fairfield County",1.69,153,1959,971,505,0,4
57925973,"New Haven County",2.13,154,1924,987,NA,0,4
58034333,"New Haven County",2.13,154,1945,966,NA,0,9
63008966,"Fairfield County",1.69,154,1975,966,NA,0,1
174074113,"Hartford County",2.16,154,1985,966,42,0,3
2054456793,"New Haven County",2.13,154,1973,937,326,0,2
2103804211,"Hartford County",2.16,154,1880,966,224,0,10
57336577,"Fairfield County",1.69,155,1946,1004,NA,0,12
57710686,"Hartford County",2.16,155,1937,977,NA,0,4
57807303,"Litchfield County",1.78,155,1967,966,NA,0,2
58152881,"Hartford County",2.16,155,1973,924,250,0,13
59289003,"Hartford County",2.16,155,1955,924,NA,0,3
58869314,"Litchfield County",1.78,156,1900,945,NA,0,3
57865301,"Middlesex County",1.9,159,1977,987,25,0,6
58009855,"New Haven County",2.13,159,1915,1004,NA,0,5
58090984,"New London County",1.66,159,1987,945,NA,0,1
58163559,"Hartford County",2.16,159,1992,987,265,0,1
58889429,"New Haven County",2.13,159,1860,951,NA,0,10
58962788,"New London County",1.66,159,1958,945,NA,0,4
157580227,"New London County",1.66,148,2024,4095,29,32,896
174037769,"Hartford County",2.16,159,1957,985,NA,0,16
174038070,"Hartford County",2.16,159,1958,987,NA,0,6
174039719,"Hartford County",2.16,159,1953,987,NA,0,8
339583168,"New Haven County",2.13,159,1940,949,NA,0,1
2053863447,"Hartford County",2.16,159,1992,987,265,0,5
2054394765,"New London County",1.66,159,1987,945,254,0,4
57398571,"Fairfield County",1.69,160,1980,928,349,0,1
57782154,"Hartford County",2.16,160,1968,945,NA,0,7
59061591,"Hartford County",2.16,160,1969,935,306,0,12
2055447845,"Litchfield County",1.78,160,1967,966,332,0,2
57273396,"Fairfield County",1.69,161,1960,961,471,0,2
57919935,"New Haven County",2.13,161,1980,945,NA,0,2
58980835,"New London County",1.66,161,1956,966,NA,0,4
59283786,"Hartford County",2.16,161,1955,987,NA,0,9
64726019,"Hartford County",2.16,161,1984,924,250,0,4
174149699,"Hartford County",2.16,161,1955,987,NA,0,11
177206864,"Fairfield County",1.69,161,1961,945,329,0,1
241159129,"Hartford County",2.16,161,1900,979,NA,0,9
2054067501,"New London County",1.66,161,2003,966,290,0,8
59034942,"Hartford County",2.16,162,1974,995,NA,0,3
177206618,"Fairfield County",1.69,162,1959,924,515,0,3
200420339,"Middlesex County",1.9,162,1968,953,NA,0,10
207163268,"Tolland County",2.06,162,1812,987,NA,0,4
57246785,"Fairfield County",1.69,163,1987,966,650,0,5
57256266,"Fairfield County",1.69,166,1962,924,NA,0,15
57697829,"Hartford County",2.16,166,1946,924,NA,0,12
57705378,"Hartford County",2.16,22,1952,1470,NA,150,2812
57808726,"Litchfield County",1.78,166,1985,976,NA,0,2
57955624,"New Haven County",2.13,166,1930,945,NA,0,17
58896951,"New Haven County",2.13,166,1917,966,NA,0,11
58900134,"New Haven County",2.13,166,1955,987,NA,0,11
59000368,"Tolland County",2.06,166,1958,987,NA,0,24
59013884,"Hartford County",2.16,166,1911,945,NA,0,2
60013091,"Hartford County",2.16,37,1949,1676,NA,32,930
61996490,"New London County",1.66,166,1901,966,NA,0,3
82409203,"New Haven County",2.13,166,1974,953,NA,0,5
197789720,"Litchfield County",1.78,166,1957,987,NA,0,5
2054433018,"Tolland County",2.06,166,1982,945,365,0,3
58907180,"New Haven County",2.13,167,1974,970,NA,0,3
200444905,"Middlesex County",1.9,167,1979,945,NA,0,1
2056912446,"New Haven County",2.13,167,1974,970,353,0,0
57799768,"Litchfield County",1.78,168,1965,987,NA,0,3
57835741,"Litchfield County",1.78,168,1890,987,NA,0,2
57934595,"New Haven County",2.13,168,1978,924,NA,0,3
147547981,"New London County",1.66,168,1969,945,450,0,5
174078901,"Hartford County",2.16,168,1979,924,NA,0,6
197800016,"Litchfield County",1.78,168,1950,945,NA,0,14
241160915,"Hartford County",2.16,168,1991,987,255,0,5
339523830,"Hartford County",2.16,168,1940,987,NA,0,2
339583639,"New Haven County",2.13,168,1945,945,NA,0,0
2080005517,"Hartford County",2.16,168,1974,995,385,0,8
58045227,"New London County",1.66,169,1900,945,25,0,6
58126518,"Windham County",1.69,169,1985,937,195,0,3
57710635,"Hartford County",2.16,173,1920,966,NA,0,2
57839676,"Middlesex County",1.9,173,1925,924,NA,0,12
57866942,"Middlesex County",1.9,173,1971,966,28,0,13
57919070,"New Haven County",2.13,173,1983,987,437,0,5
58017839,"New Haven County",2.13,173,1930,958,NA,0,4
58022646,"New Haven County",2.13,173,1937,945,NA,0,4
58099655,"Tolland County",2.06,173,1941,945,NA,0,5
58929555,"New Haven County",2.13,173,1945,945,NA,0,3
58951743,"Litchfield County",1.78,173,1986,962,NA,0,5
62537994,"Hartford County",2.16,173,1942,1000,NA,0,6
174447371,"New Haven County",2.13,173,1986,974,NA,0,6
57245645,"Fairfield County",1.69,174,1917,966,NA,0,6
57865057,"Middlesex County",1.9,174,1952,924,NA,0,7
57883845,"New Haven County",2.13,174,1982,987,NA,0,0
57932777,"New Haven County",2.13,174,1962,924,NA,0,8
57959149,"New Haven County",2.13,174,1930,924,NA,0,1
58046697,"New London County",1.66,174,1968,966,280,0,5
58099178,"Tolland County",2.06,174,1960,966,NA,0,5
59052302,"Hartford County",2.16,174,1940,987,NA,0,7
61803919,"Hartford County",2.16,174,1943,1000,NA,0,14
