"zpid","county","propertyTaxRate","timeOnZillowDays","yearBuilt","annualHomeownersInsurance","monthlyHoaFee","favoriteCount","pageViewCount"
57835094,"Litchfield County",1.78,546,1900,420,NA,0,0
63435010,"New Haven County",2.13,546,1972,477,200,0,0
62544457,"Litchfield County",1.78,547,1960,441,NA,0,1
174038330,"Hartford County",2.16,547,1981,449,300,0,1
174431461,"New Haven County",2.13,547,1970,454,NA,0,3
57247725,"Fairfield County",1.69,548,1949,472,NA,0,4
58028289,"New Haven County",2.13,548,1977,483,NA,0,0
58974660,"New London County",1.66,548,1989,500,NA,0,0
241087902,"Hartford County",2.16,548,1968,437,314,0,8
57836800,"Litchfield County",1.78,552,1910,454,NA,0,3
2077366129,"New London County",1.66,553,1989,500,NA,0,0
2075643895,"Hartford County",2.16,554,1972,483,256,0,0
58961771,"New London County",1.66,70,1702,966,NA,50,1669
60107927,"Tolland County",2.06,555,1973,470,NA,0,0
174046736,"Hartford County",2.16,558,1969,475,NA,0,0
174048470,"Hartford County",2.16,558,1986,475,NA,0,0
58022095,"New Haven County",2.13,559,1917,420,NA,0,4
58028518,"New Haven County",2.13,559,1966,483,387,0,2
58070044,"New London County",1.66,559,1988,420,NA,0,0
174050491,"Hartford County",2.16,559,1957,489,NA,0,3
241336968,"New Haven County",2.13,559,1972,483,328,0,3
57236103,"Fairfield County",1.69,560,1987,486,289,0,7
57240930,"Fairfield County",1.69,560,1972,441,475,0,0
57259688,"Fairfield County",1.69,560,1972,420,345,0,1
57734431,"Hartford County",2.16,560,1905,483,NA,0,5
57968988,"New Haven County",2.13,560,1900,420,NA,0,1
62542239,"Hartford County",2.16,560,1970,441,283,0,11
2061179573,"Fairfield County",1.69,560,1949,472,NA,0,2
2065404968,"Hartford County",2.16,560,1969,475,211,0,1
58063640,"New London County",1.66,561,1955,449,NA,0,9
59289379,"Hartford County",2.16,561,1968,441,NA,0,0
58972631,"New London County",1.66,562,1967,462,334,0,1
58019052,"New Haven County",2.13,565,1920,465,NA,0,1
58012429,"New Haven County",2.13,567,1915,441,NA,0,1
57252643,"Fairfield County",1.69,568,1980,431,NA,0,0
58051762,"New London County",1.66,568,1989,449,NA,0,1
60106392,"Tolland County",2.06,568,1973,420,NA,0,0
197784094,"Litchfield County",1.78,568,1969,466,NA,0,0
197788233,"Litchfield County",1.78,568,1989,504,180,0,2
241223326,"Hartford County",2.16,568,1971,433,NA,0,3
57387475,"Fairfield County",1.69,569,1972,441,287,0,1
57703098,"Hartford County",2.16,569,1986,470,154,0,1
57792856,"Hartford County",2.16,569,1920,462,NA,0,0
57936043,"New Haven County",2.13,569,1985,475,368,0,3
61992657,"New London County",1.66,569,1890,435,NA,0,2
61995945,"New London County",1.66,569,1989,470,286,0,0
57822524,"Litchfield County",1.78,572,1986,441,228,0,1
58861439,"Litchfield County",1.78,572,1952,441,NA,0,2
2061303453,"Hartford County",2.16,572,1968,427,335,0,0
174111815,"Hartford County",2.16,573,1918,433,NA,0,11
174064859,"Hartford County",2.16,574,1975,483,NA,1,1
174295009,"New Haven County",2.13,574,1987,483,285,0,2
57929196,"New Haven County",2.13,575,1932,441,NA,0,3
57932878,"New Haven County",2.13,575,1910,500,NA,0,8
241163261,"Hartford County",2.16,575,1969,458,321,0,2
57900938,"New Haven County",2.13,576,1881,441,NA,0,0
59051700,"Hartford County",2.16,576,1963,420,NA,0,0
59969472,"New Haven County",2.13,576,1986,420,NA,0,1
62542244,"Hartford County",2.16,576,1970,449,284,0,3
58067279,"New London County",1.66,579,1966,424,300,0,9
58009924,"New Haven County",2.13,580,1928,504,NA,0,0
58929633,"New Haven County",2.13,580,1989,462,NA,0,1
207181028,"Tolland County",2.06,580,1969,452,NA,0,4
58030062,"New Haven County",2.13,581,1971,433,NA,0,0
59295974,"New Haven County",2.13,581,1986,441,NA,0,4
60001204,"Hartford County",2.16,581,1923,494,NA,0,2
157600277,"New London County",1.66,581,1968,483,195,0,4
174459031,"New Haven County",2.13,581,1956,435,NA,0,0
57729991,"Hartford County",2.16,582,1942,479,NA,0,1
57908095,"New Haven County",2.13,582,1976,441,201,0,2
2061510261,"Hartford County",2.16,582,1972,483,370,0,1
57387128,"Fairfield County",1.69,583,1981,481,435,0,1
57703852,"Hartford County",2.16,583,1972,462,351,0,2
58831864,"Fairfield County",1.69,584,1981,462,410,0,2
57240829,"Fairfield County",1.69,586,1971,483,323,0,0
57278397,"Fairfield County",1.69,586,1973,470,256,0,1
241163091,"Hartford County",2.16,586,1959,420,432,0,0
241163108,"Hartford County",2.16,586,1959,420,442,0,0
2061561471,"Hartford County",2.16,586,1978,500,NA,0,1
2112326342,"Hartford County",2.16,586,1978,500,261,0,1
57850687,"Middlesex County",1.9,587,1900,441,NA,0,3
177229198,"Fairfield County",1.69,587,1935,420,NA,0,1
58008082,"New Haven County",2.13,588,1945,491,NA,0,2
59296019,"New Haven County",2.13,588,1988,465,220,0,3
2086987610,"New Haven County",2.13,588,1988,462,300,0,0
57843769,"Middlesex County",1.9,589,1965,462,253,0,0
57926793,"New Haven County",2.13,589,1971,487,282,0,0
57959426,"New Haven County",2.13,589,1987,466,324,0,1
59295977,"New Haven County",2.13,589,1985,458,265,0,1
60106861,"Tolland County",2.06,589,1997,462,351,0,0
174073231,"Hartford County",2.16,589,1969,475,223,0,0
2061880916,"Fairfield County",1.69,589,NA,494,224,0,2
174000560,"Hartford County",2.16,590,1985,496,189,0,4
57855080,"Middlesex County",1.9,593,1900,466,NA,0,4
59295489,"New Haven County",2.13,593,1989,483,250,0,0
59968855,"New Haven County",2.13,593,1960,491,476,0,2
174396725,"New Haven County",2.13,593,1976,483,267,0,2
197789288,"Litchfield County",1.78,593,1987,420,246,0,2
241162948,"Hartford County",2.16,593,1939,462,375,0,7
241223322,"Hartford County",2.16,593,1971,483,NA,0,2
2063607204,"New Haven County",2.13,593,1971,487,296,0,0
58931914,"New Haven County",2.13,5,1983,546,342,0,26
346529295,"Middlesex County",1.9,5,1988,583,400,0,14
2105046108,"New Haven County",2.13,5,1974,504,208,0,4
58019990,"New Haven County",2.13,8,1941,525,NA,0,16
174407413,"New Haven County",2.13,9,1989,508,275,0,17
174338432,"New Haven County",2.13,12,1916,567,500,0,24
2057402252,"Hartford County",2.16,13,1969,567,200,0,20
57735440,"Hartford County",2.16,15,1928,504,549,0,16
174165858,"Hartford County",2.16,15,1972,571,205,0,19
60109969,"Tolland County",2.06,16,2023,525,470,0,10
58093918,"Tolland County",2.06,19,1954,517,NA,0,48
61804976,"Hartford County",2.16,19,1988,567,282,0,34
241165620,"Hartford County",2.16,19,1944,550,266,0,58
58160803,"Hartford County",2.16,20,1971,517,332,0,43
57240848,"Fairfield County",1.69,21,1971,554,407,0,39
57728193,"Hartford County",2.16,21,1932,546,NA,0,58
57734916,"Hartford County",2.16,22,1965,504,862,0,28
59048229,"Hartford County",2.16,23,1970,504,NA,1,119
58104316,"Tolland County",2.06,27,1930,525,NA,1,41
59295375,"New Haven County",2.13,27,1988,512,436,1,36
174372411,"New Haven County",2.13,27,1988,504,218,0,11
344942832,"New Haven County",2.13,28,1960,508,1283,1,51
344990832,"Tolland County",2.06,32,2023,546,470,0,23
58095403,"Tolland County",2.06,33,1914,504,NA,0,39
241163016,"Hartford County",2.16,33,1959,554,442,0,36
174047149,"Hartford County",2.16,18,1850,433,NA,29,459
177077885,"Fairfield County",1.69,34,1964,525,429,1,39
58097061,"Tolland County",2.06,35,1925,525,NA,0,11
58916401,"New Haven County",2.13,35,1920,504,NA,0,7
58103145,"Tolland County",2.06,36,1920,512,NA,0,24
174100787,"Hartford County",2.16,36,1954,567,NA,0,2
333559139,"Hartford County",2.16,36,1954,567,NA,0,3
2103862352,"Hartford County",2.16,36,1969,527,477,0,20
57390831,"Fairfield County",1.69,37,1972,567,210,0,3
59284171,"Hartford County",2.16,37,1952,504,NA,0,6
210141439,"Windham County",1.69,42,1973,508,276,0,7
57257285,"Fairfield County",1.69,43,1930,580,NA,0,12
57390886,"Fairfield County",1.69,43,1972,504,252,0,16
57864783,"Middlesex County",1.9,43,1987,559,NA,0,10
61989082,"Hartford County",2.16,43,2002,525,NA,0,9
207181149,"Tolland County",2.06,43,1970,525,335,0,27
2122651613,"Fairfield County",1.69,43,1960,546,610,1,37
57254954,"Fairfield County",1.69,44,1975,546,307,0,19
58055362,"New London County",1.66,44,1952,504,NA,0,18
174038491,"Hartford County",2.16,44,1950,571,NA,0,8
207192325,"Tolland County",2.06,44,1819,546,NA,0,53
59068718,"Hartford County",2.16,47,1930,505,NA,0,10
177071165,"Fairfield County",1.69,48,1965,521,249,0,4
59008952,"Windham County",1.69,49,1987,571,NA,0,16
69058381,"New London County",1.66,51,1962,567,542,0,21
240510490,"Litchfield County",1.78,51,1979,529,NA,0,2
242082353,"Litchfield County",1.78,51,1964,538,NA,0,3
299912580,"Hartford County",2.16,51,1941,567,NA,0,5
147579970,"New London County",1.66,54,1968,525,410,0,10
157594831,"New London County",1.66,54,1900,542,NA,0,18
174422233,"New Haven County",2.13,26,1970,525,287,19,382
344985511,"Hartford County",2.16,54,1941,567,255,0,5
348387537,"New London County",1.66,54,1968,525,NA,0,9
57792861,"Hartford County",2.16,55,1920,538,NA,0,13
57881087,"New Haven County",2.13,55,1950,567,NA,0,5
57736724,"Hartford County",2.16,56,1978,546,456,0,13
174073407,"Hartford County",2.16,56,1968,563,NA,0,5
58869672,"Litchfield County",1.78,57,1950,567,NA,0,18
58130749,"Hartford County",2.16,58,1981,546,275,0,2
57736340,"Hartford County",2.16,63,1969,525,429,0,18
58077106,"New London County",1.66,63,1886,504,NA,0,11
57245587,"Fairfield County",1.69,64,1917,504,NA,0,6
57281303,"Fairfield County",1.69,64,1975,525,NA,0,3
57936635,"New Haven County",2.13,64,1987,546,299,0,5
58069016,"New London County",1.66,64,1950,578,NA,0,21
57933087,"New Haven County",2.13,65,1971,525,NA,0,7
59975246,"Windham County",1.69,66,2005,1420,NA,0,25
339531231,"Hartford County",2.16,65,1890,546,NA,0,3
57773429,"Hartford County",2.16,68,1972,571,219,0,12
241163282,"Hartford County",2.16,69,1969,567,374,0,18
57239355,"Fairfield County",1.69,71,1972,546,221,0,2
109735812,"Middlesex County",1.9,40,2024,4620,50,14,521
57695065,"Hartford County",2.16,72,1920,533,NA,0,5
57734672,"Hartford County",2.16,76,1963,504,762,0,10
58990775,"Tolland County",2.06,76,1940,552,5,0,14
60106197,"Tolland County",2.06,76,1980,538,222,0,22
174233445,"Hartford County",2.16,76,1998,504,NA,0,14
174384604,"New Haven County",2.13,76,1987,504,NA,0,2
2056912671,"Hartford County",2.16,76,1968,525,213,0,5
157591048,"New London County",1.66,77,1915,546,NA,0,8
197803216,"Litchfield County",1.78,77,1972,567,250,0,16
2056913936,"Tolland County",2.06,77,1983,525,541,0,9
57936192,"New Haven County",2.13,82,1986,540,295,0,4
174065570,"Hartford County",2.16,83,1965,525,NA,0,15
58149817,"Hartford County",2.16,84,1988,542,225,0,1
339951378,"New Haven County",2.13,84,1986,546,395,0,5
2052845176,"New Haven County",2.13,84,1988,575,185,0,1
57712692,"Hartford County",2.16,86,1984,563,NA,0,3
64703852,"Litchfield County",1.78,86,1850,546,NA,0,3
58868770,"Litchfield County",1.78,89,1955,529,NA,0,7
58964159,"New London County",1.66,89,1972,505,350,0,3
61996960,"New London County",1.66,89,1930,525,NA,0,3
2054216376,"New London County",1.66,89,1927,525,NA,0,6
197800694,"Litchfield County",1.78,90,1986,529,NA,0,1
2053188320,"New Haven County",2.13,90,1988,533,170,0,7
58016902,"New Haven County",2.13,92,1927,531,NA,0,14
111098843,"Windham County",1.69,92,1955,552,NA,0,9
58072744,"New London County",1.66,93,1973,525,461,0,4
241163207,"Hartford County",2.16,93,1969,525,467,0,9
58016447,"New Haven County",2.13,29,1922,1113,NA,65,1008
210140806,"Windham County",1.69,97,1914,567,NA,0,21
2093184934,"New Haven County",2.13,97,1988,529,183,0,9
58131340,"Hartford County",2.16,70,1958,714,285,0,103
174382904,"New Haven County",2.13,98,1973,546,384,0,14
58117539,"Windham County",1.69,99,1877,567,NA,0,3
339527576,"Hartford County",2.16,99,1972,546,NA,0,0
57253134,"Fairfield County",1.69,103,1987,546,324,0,7
57259699,"Fairfield County",1.69,103,1972,504,349,0,3
57855928,"Middlesex County",1.9,103,1950,542,NA,0,6
57920413,"New Haven County",2.13,103,1984,567,226,0,1
2056877557,"New London County",1.66,103,1970,546,225,0,3
57902546,"New Haven County",2.13,104,1988,567,NA,0,7
58052753,"New London County",1.66,104,1990,575,175,0,3
58066632,"New London County",1.66,104,1927,504,NA,0,7
58991589,"Tolland County",2.06,104,1925,525,NA,0,11
174382718,"New Haven County",2.13,104,1979,504,239,0,56
207181170,"Tolland County",2.06,104,1970,504,335,0,9
2054145992,"New Haven County",2.13,104,1988,525,154,0,2
57770072,"Hartford County",2.16,105,1972,550,220,0,3
58150896,"Hartford County",2.16,105,1962,571,305,0,25
58899268,"New Haven County",2.13,105,1978,580,NA,0,4
2094160802,"Fairfield County",1.69,105,1918,525,441,0,6
197798493,"Litchfield County",1.78,106,1987,525,242,0,6
58028935,"New Haven County",2.13,6,1974,2037,NA,36,1171
58076662,"New London County",1.66,110,1948,562,NA,1,12
59293761,"New Haven County",2.13,20,1980,1050,316,39,699
241226734,"Hartford County",2.16,110,1964,575,359,0,4
57991288,"New Haven County",2.13,111,1970,546,NA,0,9
61995869,"New London County",1.66,111,1910,548,NA,0,6
57817102,"Litchfield County",1.78,112,1942,567,NA,0,6
58875091,"Litchfield County",1.78,112,1952,504,NA,0,15
2098438774,"Middlesex County",1.9,112,1987,512,235,0,3
57820881,"Litchfield County",1.78,113,1898,525,NA,0,4
57967720,"New Haven County",2.13,113,1900,546,NA,0,5
58069516,"New London County",1.66,113,1900,508,NA,0,5
207204044,"Tolland County",2.06,113,1977,504,NA,0,51
57926789,"New Haven County",2.13,117,1971,567,490,0,0
58007605,"New Haven County",2.13,86,1939,1214,NA,5,116
60109400,"Tolland County",2.06,117,1890,567,268,1,5
174294999,"New Haven County",2.13,117,1987,521,385,0,7
177077890,"Fairfield County",1.69,6,1964,594,404,8,294
2064287929,"Litchfield County",1.78,117,1942,567,18,0,8
58134100,"Hartford County",2.16,118,1969,588,220,0,9
58124097,"Windham County",1.69,120,1850,525,NA,0,3
197766752,"Litchfield County",1.78,121,NA,540,NA,0,0
57246775,"Fairfield County",1.69,124,1987,504,417,0,18
58094963,"Tolland County",2.06,124,1956,578,NA,0,33
57703486,"Hartford County",2.16,125,1986,544,NA,0,2
58014315,"New Haven County",2.13,126,1917,571,NA,0,8
197775926,"Litchfield County",1.78,127,1973,504,224,0,7
240537007,"Fairfield County",1.69,72,1990,840,214,156,2631
57250878,"Fairfield County",1.69,131,1966,525,410,0,12
58862582,"Litchfield County",1.78,131,1908,504,NA,0,4
57387487,"Fairfield County",1.69,132,1972,546,301,0,2
58131493,"Hartford County",2.16,132,1920,525,151,0,5
174294986,"New Haven County",2.13,132,1987,504,285,0,7
57734681,"Hartford County",2.16,133,1963,546,NA,0,6
57926000,"New Haven County",2.13,134,1920,544,NA,0,7
174050121,"Hartford County",2.16,134,1883,525,390,0,12
57920342,"New Haven County",2.13,138,1986,546,225,0,0
62548865,"New London County",1.66,138,1966,567,350,0,3
174012701,"Hartford County",2.16,138,1965,546,296,0,5
58130867,"Hartford County",2.16,139,1984,504,210,0,11
59058397,"Hartford County",2.16,139,1963,554,NA,0,46
2055486244,"Hartford County",2.16,139,1984,542,213,0,0
57703871,"Hartford County",2.16,141,1972,561,375,0,8
58015596,"New Haven County",2.13,141,1956,546,NA,0,11
2088848636,"Hartford County",2.16,141,1978,546,NA,0,3
174408244,"New Haven County",2.13,142,1987,546,260,1,16
57736780,"Hartford County",2.16,145,1895,575,583,0,11
57905336,"New Haven County",2.13,145,1923,504,NA,0,2
2056892642,"Fairfield County",1.69,145,1918,533,524,0,3
57734929,"Hartford County",2.16,146,1965,525,1139,0,40
157581670,"New London County",1.66,146,1900,567,NA,0,25
2056884255,"New Haven County",2.13,146,1988,580,357,0,6
60102436,"Tolland County",2.06,51,1900,1050,NA,64,1321
57920079,"New Haven County",2.13,148,1985,512,348,0,6
57968797,"New Haven County",2.13,148,1900,533,NA,0,13
59278511,"Hartford County",2.16,152,1968,584,NA,0,5
59289393,"Hartford County",2.16,153,1968,546,NA,0,6
177078003,"Fairfield County",1.69,153,1964,563,427,0,13
2056889188,"Hartford County",2.16,153,1968,584,359,0,4
57232778,"Fairfield County",1.69,154,1999,517,NA,0,13
57700924,"Hartford County",2.16,154,1981,546,185,0,3
58869896,"Litchfield County",1.78,154,1950,567,NA,0,3
2054272570,"Hartford County",2.16,154,1968,546,359,0,4
57234031,"Fairfield County",1.69,155,1900,517,NA,2,23
57864138,"Middlesex County",1.9,155,1900,525,NA,0,15
57236825,"Fairfield County",1.69,156,1897,546,NA,0,6
82404644,"New Haven County",2.13,156,1905,504,NA,0,6
57709504,"Hartford County",2.16,159,1985,504,NA,0,3
59966351,"Hartford County",2.16,160,1986,525,NA,0,0
2063602973,"Hartford County",2.16,161,1972,529,206,0,6
58133247,"Hartford County",2.16,162,1840,504,NA,0,2
174139703,"Hartford County",2.16,165,1984,571,229,0,9
57737559,"Hartford County",2.16,166,1920,575,316,0,9
57999093,"New Haven County",2.13,166,1960,515,225,0,10
59291044,"Hartford County",2.16,166,1952,508,NA,0,11
59294216,"New Haven County",2.13,167,1988,569,255,0,21
177208914,"Fairfield County",1.69,167,1928,559,363,0,1
58847466,"Middlesex County",1.9,168,1925,525,NA,0,2
174396815,"New Haven County",2.13,168,1976,571,260,0,5
174447306,"New Haven County",2.13,168,1942,586,NA,0,0
57732146,"Hartford County",2.16,169,1988,517,252,0,5
58093255,"New London County",1.66,169,1960,564,NA,0,0
177208912,"Fairfield County",1.69,169,1928,546,NA,0,1
57728862,"Hartford County",2.16,173,1947,525,NA,0,1
59000235,"Tolland County",2.06,173,1770,546,NA,0,7
2054238687,"Middlesex County",1.9,173,1925,525,NA,0,5
2088647227,"Hartford County",2.16,173,1988,517,253,0,5
57386910,"Fairfield County",1.69,174,1966,567,195,0,1
57740742,"Hartford County",2.16,27,1896,1008,NA,142,1579
57867764,"Middlesex County",1.9,174,1985,525,NA,0,6
58928668,"New Haven County",2.13,13,1971,752,279,60,1036
339589867,"New Haven County",2.13,174,1971,504,NA,0,1
58021287,"New Haven County",2.13,175,1918,546,NA,1,20
58952266,"New Haven County",2.13,175,1948,567,NA,0,0
59064566,"Hartford County",2.16,175,1930,546,NA,0,1
61995433,"New London County",1.66,176,1986,584,437,0,4
63434993,"New Haven County",2.13,176,1972,573,215,0,5
59973606,"New London County",1.66,177,1955,567,NA,0,1
2056909239,"Hartford County",2.16,177,1972,504,399,0,1
197820379,"Litchfield County",1.78,181,1900,567,NA,0,4
339541531,"New London County",1.66,181,1965,557,NA,0,2
57729278,"Hartford County",2.16,182,1902,546,NA,0,23
58909978,"New Haven County",2.13,182,1945,546,NA,0,6
339591886,"New Haven County",2.13,182,1950,515,NA,0,0
2056398806,"New London County",1.66,182,1986,584,436,0,7
57259613,"Fairfield County",1.69,183,1972,546,410,0,1
57804333,"Litchfield County",1.78,183,1982,546,NA,0,1
58102509,"Tolland County",2.06,183,1900,546,NA,0,4
60004586,"Hartford County",2.16,183,1986,546,NA,0,4
174382120,"New Haven County",2.13,183,1973,525,233,0,2
174382990,"New Haven County",2.13,183,1973,543,245,0,4
174384743,"New Haven County",2.13,183,1986,504,NA,0,0
58129346,"Hartford County",2.16,184,1968,504,275,0,7
57734787,"Hartford County",2.16,187,1963,525,839,0,7
57991669,"New Haven County",2.13,51,1928,1424,NA,100,1850
57997363,"New Haven County",2.13,187,1986,504,NA,0,0
147586330,"New London County",1.66,187,1965,557,338,0,1
197793846,"Litchfield County",1.78,187,1987,525,292,0,12
249902844,"Middlesex County",1.9,187,1953,567,NA,0,7
58032404,"New Haven County",2.13,49,1979,840,254,43,914
57959414,"New Haven County",2.13,189,1987,546,275,0,28
58014157,"New Haven County",2.13,189,1879,554,NA,0,0
57733740,"Hartford County",2.16,64,1905,1046,NA,1,55
