,,,,,,,,7/17/2024,7/17/2024,7/17/2024,7/17/2024,7/30/2024,,8/27/2024,8/27/2024,8/27/2024,8/27/2024,,USE Revised - new info7/30/2024,USE Revised - new info7/30/2024,USE Revised,projected,8/27/2024
Date,MB30ER,MB3015ER,MB305AER,H15T10Y,FMHPUS-REVISED,SPCSUSS-REVISED,SPCSNYS-REVISED,PHUCTOT,PHUCNE,NHSPSTOT,NHSPSNE,HPIMLEVL,HOWNALL,HPI LEVL,HPI STCT,HPI PURC,HPI NE,HPPRCTPO,SPCSUSS,SPCSNYS,FMHPUS,FANNORIG,HPI YOY%
8/14/2019,4,3.39,3.5,1.59,194.13,210.02,200.91,1313,140,1375,170,271.3,139655,440.75,408.55,268.23,615.69,174.22,210.03,200.92,194.13,752,4.84
8/13/2019,4,3.39,3.5,1.68,194.13,210.02,200.91,1313,140,1375,170,271.3,139655,440.75,408.55,268.23,615.69,174.22,210.03,200.92,194.13,752,4.84
8/12/2019,4,3.39,3.5,1.65,194.13,210.02,200.91,1313,140,1375,170,271.3,139655,440.75,408.55,268.23,615.69,174.22,210.03,200.92,194.13,752,4.84
8/11/2019,4,3.39,3.5,1.74,194.13,210.02,200.91,1313,140,1375,170,271.3,139655,440.75,408.55,268.23,615.69,174.22,210.03,200.92,194.13,752,4.84
8/10/2019,4,3.39,3.5,1.74,194.13,210.02,200.91,1313,140,1375,170,271.3,139655,440.75,408.55,268.23,615.69,174.22,210.03,200.92,194.13,752,4.84
8/9/2019,4.03,3.37,3.56,1.74,194.13,210.02,200.91,1313,140,1375,170,271.3,139655,440.75,408.55,268.23,615.69,174.22,210.03,200.92,194.13,752,4.84
8/8/2019,4.03,3.37,3.56,1.72,194.13,210.02,200.91,1313,140,1375,170,271.3,139655,440.75,408.55,268.23,615.69,174.22,210.03,200.92,194.13,752,4.84
8/7/2019,4.03,3.37,3.56,1.71,194.13,210.02,200.91,1313,140,1375,170,271.3,139655,440.75,408.55,268.23,615.69,174.22,210.03,200.92,194.13,752,4.84
8/6/2019,4.03,3.37,3.56,1.73,194.13,210.02,200.91,1313,140,1375,170,271.3,139655,440.75,408.55,268.23,615.69,174.22,210.03,200.92,194.13,752,4.84
8/5/2019,4.03,3.37,3.56,1.75,194.13,210.02,200.91,1313,140,1375,170,271.3,139655,440.75,408.55,268.23,615.69,174.22,210.03,200.92,194.13,752,4.84
8/4/2019,4.03,3.37,3.56,1.86,194.13,210.02,200.91,1313,140,1375,170,271.3,139655,440.75,408.55,268.23,615.69,174.22,210.03,200.92,194.13,752,4.84
8/3/2019,4.03,3.37,3.56,1.86,194.13,210.02,200.91,1313,140,1375,170,271.3,139655,440.75,408.55,268.23,615.69,174.22,210.03,200.92,194.13,752,4.84
8/2/2019,4.11,3.47,3.49,1.86,194.13,210.02,200.91,1313,140,1375,170,271.3,139655,440.75,408.55,268.23,615.69,174.22,210.03,200.92,194.13,752,4.84
8/1/2019,4.11,3.47,3.49,1.9,194.13,210.02,200.91,1313,140,1375,170,271.3,139655,440.75,408.55,268.23,615.69,174.22,210.03,200.92,194.13,752,4.84
7/31/2019,4.11,3.47,3.49,2.02,194,209.25,200.28,1215,99,1240,95,270.2,139655,440.75,408.55,268.23,615.69,174.22,209.25,200.27,194,752,4.84
7/30/2019,4.11,3.47,3.49,2.06,194,209.25,200.28,1215,99,1240,95,270.2,139655,440.75,408.55,268.23,615.69,174.22,209.25,200.27,194,752,4.84
7/29/2019,4.11,3.47,3.49,2.06,194,209.25,200.28,1215,99,1240,95,270.2,139655,440.75,408.55,268.23,615.69,174.22,209.25,200.27,194,752,4.84
7/28/2019,4.11,3.47,3.49,2.08,194,209.25,200.28,1215,99,1240,95,270.2,139655,440.75,408.55,268.23,615.69,174.22,209.25,200.27,194,752,4.84
7/27/2019,4.11,3.47,3.49,2.08,194,209.25,200.28,1215,99,1240,95,270.2,139655,440.75,408.55,268.23,615.69,174.22,209.25,200.27,194,752,4.84
7/26/2019,4.18,3.55,3.63,2.08,194,209.25,200.28,1215,99,1240,95,270.2,139655,440.75,408.55,268.23,615.69,174.22,209.25,200.27,194,752,4.84
7/25/2019,4.18,3.55,3.63,2.08,194,209.25,200.28,1215,99,1240,95,270.2,139655,440.75,408.55,268.23,615.69,174.22,209.25,200.27,194,752,4.84
7/24/2019,4.18,3.55,3.63,2.05,194,209.25,200.28,1215,99,1240,95,270.2,139655,440.75,408.55,268.23,615.69,174.22,209.25,200.27,194,752,4.84
7/23/2019,4.18,3.55,3.63,2.08,194,209.25,200.28,1215,99,1240,95,270.2,139655,440.75,408.55,268.23,615.69,174.22,209.25,200.27,194,752,4.84
7/22/2019,4.18,3.55,3.63,2.05,194,209.25,200.28,1215,99,1240,95,270.2,139655,440.75,408.55,268.23,615.69,174.22,209.25,200.27,194,752,4.84
7/21/2019,4.18,3.55,3.63,2.05,194,209.25,200.28,1215,99,1240,95,270.2,139655,440.75,408.55,268.23,615.69,174.22,209.25,200.27,194,752,4.84
7/20/2019,4.18,3.55,3.63,2.05,194,209.25,200.28,1215,99,1240,95,270.2,139655,440.75,408.55,268.23,615.69,174.22,209.25,200.27,194,752,4.84
7/19/2019,4.18,3.53,3.67,2.05,194,209.25,200.28,1215,99,1240,95,270.2,139655,440.75,408.55,268.23,615.69,174.22,209.25,200.27,194,752,4.84
7/18/2019,4.18,3.53,3.67,2.04,194,209.25,200.28,1215,99,1240,95,270.2,139655,440.75,408.55,268.23,615.69,174.22,209.25,200.27,194,752,4.84
7/17/2019,4.18,3.53,3.67,2.06,194,209.25,200.28,1215,99,1240,95,270.2,139655,440.75,408.55,268.23,615.69,174.22,209.25,200.27,194,752,4.84
7/16/2019,4.18,3.53,3.67,2.13,194,209.25,200.28,1215,99,1240,95,270.2,139655,440.75,408.55,268.23,615.69,174.22,209.25,200.27,194,752,4.84
7/15/2019,4.18,3.53,3.67,2.09,194,209.25,200.28,1215,99,1240,95,270.2,139655,440.75,408.55,268.23,615.69,174.22,209.25,200.27,194,752,4.84
7/14/2019,4.18,3.53,3.67,2.12,194,209.25,200.28,1215,99,1240,95,270.2,139655,440.75,408.55,268.23,615.69,174.22,209.25,200.27,194,752,4.84
7/13/2019,4.18,3.53,3.67,2.12,194,209.25,200.28,1215,99,1240,95,270.2,139655,440.75,408.55,268.23,615.69,174.22,209.25,200.27,194,752,4.84
7/12/2019,4.23,3.56,3.68,2.12,194,209.25,200.28,1215,99,1240,95,270.2,139655,440.75,408.55,268.23,615.69,174.22,209.25,200.27,194,752,4.84
7/11/2019,4.23,3.56,3.68,2.13,194,209.25,200.28,1215,99,1240,95,270.2,139655,440.75,408.55,268.23,615.69,174.22,209.25,200.27,194,752,4.84
7/10/2019,4.23,3.56,3.68,2.07,194,209.25,200.28,1215,99,1240,95,270.2,139655,440.75,408.55,268.23,615.69,174.22,209.25,200.27,194,752,4.84
7/9/2019,4.23,3.56,3.68,2.07,194,209.25,200.28,1215,99,1240,95,270.2,139655,440.75,408.55,268.23,615.69,174.22,209.25,200.27,194,752,4.84
7/8/2019,4.23,3.56,3.68,2.05,194,209.25,200.28,1215,99,1240,95,270.2,139655,440.75,408.55,268.23,615.69,174.22,209.25,200.27,194,752,4.84
7/7/2019,4.23,3.56,3.68,2.04,194,209.25,200.28,1215,99,1240,95,270.2,139655,440.75,408.55,268.23,615.69,174.22,209.25,200.27,194,752,4.84
7/6/2019,4.23,3.56,3.68,2.04,194,209.25,200.28,1215,99,1240,95,270.2,139655,440.75,408.55,268.23,615.69,174.22,209.25,200.27,194,752,4.84
7/5/2019,4.15,3.5,3.67,2.04,194,209.25,200.28,1215,99,1240,95,270.2,139655,440.75,408.55,268.23,615.69,174.22,209.25,200.27,194,752,4.84
7/4/2019,4.15,3.5,3.67,1.96,194,209.25,200.28,1215,99,1240,95,270.2,139655,440.75,408.55,268.23,615.69,174.22,209.25,200.27,194,752,4.84
7/3/2019,4.15,3.5,3.67,1.96,194,209.25,200.28,1215,99,1240,95,270.2,139655,440.75,408.55,268.23,615.69,174.22,209.25,200.27,194,752,4.84
7/2/2019,4.15,3.5,3.67,1.98,194,209.25,200.28,1215,99,1240,95,270.2,139655,440.75,408.55,268.23,615.69,174.22,209.25,200.27,194,752,4.84
7/1/2019,4.15,3.5,3.67,2.03,194,209.25,200.28,1215,99,1240,95,270.2,139655,440.75,408.55,268.23,615.69,174.22,209.25,200.27,194,752,4.84
6/30/2019,4.15,3.5,3.67,2,193.43,208.64,200.59,1178,112,1243,112,269.2,139360,435.2,404.02,264.77,608.23,173.1,208.64,200.59,193.44,581,4.91
6/29/2019,4.15,3.5,3.67,2,193.43,208.64,200.59,1178,112,1243,112,269.2,139360,435.2,404.02,264.77,608.23,173.1,208.64,200.59,193.44,581,4.91
6/28/2019,4.18,3.5,3.56,2,193.43,208.64,200.59,1178,112,1243,112,269.2,139360,435.2,404.02,264.77,608.23,173.1,208.64,200.59,193.44,581,4.91
6/27/2019,4.18,3.5,3.56,2.01,193.43,208.64,200.59,1178,112,1243,112,269.2,139360,435.2,404.02,264.77,608.23,173.1,208.64,200.59,193.44,581,4.91
6/26/2019,4.18,3.5,3.56,2.05,193.43,208.64,200.59,1178,112,1243,112,269.2,139360,435.2,404.02,264.77,608.23,173.1,208.64,200.59,193.44,581,4.91
6/25/2019,4.18,3.5,3.56,2,193.43,208.64,200.59,1178,112,1243,112,269.2,139360,435.2,404.02,264.77,608.23,173.1,208.64,200.59,193.44,581,4.91
6/24/2019,4.18,3.5,3.56,2.02,193.43,208.64,200.59,1178,112,1243,112,269.2,139360,435.2,404.02,264.77,608.23,173.1,208.64,200.59,193.44,581,4.91
6/23/2019,4.18,3.5,3.56,2.07,193.43,208.64,200.59,1178,112,1243,112,269.2,139360,435.2,404.02,264.77,608.23,173.1,208.64,200.59,193.44,581,4.91
6/22/2019,4.18,3.5,3.56,2.07,193.43,208.64,200.59,1178,112,1243,112,269.2,139360,435.2,404.02,264.77,608.23,173.1,208.64,200.59,193.44,581,4.91
6/21/2019,4.16,3.48,3.61,2.07,193.43,208.64,200.59,1178,112,1243,112,269.2,139360,435.2,404.02,264.77,608.23,173.1,208.64,200.59,193.44,581,4.91
6/20/2019,4.16,3.48,3.61,2.01,193.43,208.64,200.59,1178,112,1243,112,269.2,139360,435.2,404.02,264.77,608.23,173.1,208.64,200.59,193.44,581,4.91
6/19/2019,4.16,3.48,3.61,2.03,193.43,208.64,200.59,1178,112,1243,112,269.2,139360,435.2,404.02,264.77,608.23,173.1,208.64,200.59,193.44,581,4.91
6/18/2019,4.16,3.48,3.61,2.06,193.43,208.64,200.59,1178,112,1243,112,269.2,139360,435.2,404.02,264.77,608.23,173.1,208.64,200.59,193.44,581,4.91
6/17/2019,4.16,3.48,3.61,2.09,193.43,208.64,200.59,1178,112,1243,112,269.2,139360,435.2,404.02,264.77,608.23,173.1,208.64,200.59,193.44,581,4.91
6/16/2019,4.16,3.48,3.61,2.09,193.43,208.64,200.59,1178,112,1243,112,269.2,139360,435.2,404.02,264.77,608.23,173.1,208.64,200.59,193.44,581,4.91
6/15/2019,4.16,3.48,3.61,2.09,193.43,208.64,200.59,1178,112,1243,112,269.2,139360,435.2,404.02,264.77,608.23,173.1,208.64,200.59,193.44,581,4.91
6/14/2019,4.25,3.58,3.54,2.09,193.43,208.64,200.59,1178,112,1243,112,269.2,139360,435.2,404.02,264.77,608.23,173.1,208.64,200.59,193.44,581,4.91
6/13/2019,4.25,3.58,3.54,2.1,193.43,208.64,200.59,1178,112,1243,112,269.2,139360,435.2,404.02,264.77,608.23,173.1,208.64,200.59,193.44,581,4.91
6/12/2019,4.25,3.58,3.54,2.13,193.43,208.64,200.59,1178,112,1243,112,269.2,139360,435.2,404.02,264.77,608.23,173.1,208.64,200.59,193.44,581,4.91
6/11/2019,4.25,3.58,3.54,2.15,193.43,208.64,200.59,1178,112,1243,112,269.2,139360,435.2,404.02,264.77,608.23,173.1,208.64,200.59,193.44,581,4.91
6/10/2019,4.25,3.58,3.54,2.15,193.43,208.64,200.59,1178,112,1243,112,269.2,139360,435.2,404.02,264.77,608.23,173.1,208.64,200.59,193.44,581,4.91
6/9/2019,4.25,3.58,3.54,2.09,193.43,208.64,200.59,1178,112,1243,112,269.2,139360,435.2,404.02,264.77,608.23,173.1,208.64,200.59,193.44,581,4.91
6/8/2019,4.25,3.58,3.54,2.09,193.43,208.64,200.59,1178,112,1243,112,269.2,139360,435.2,404.02,264.77,608.23,173.1,208.64,200.59,193.44,581,4.91
6/7/2019,4.21,3.61,3.55,2.09,193.43,208.64,200.59,1178,112,1243,112,269.2,139360,435.2,404.02,264.77,608.23,173.1,208.64,200.59,193.44,581,4.91
6/6/2019,4.21,3.61,3.55,2.12,193.43,208.64,200.59,1178,112,1243,112,269.2,139360,435.2,404.02,264.77,608.23,173.1,208.64,200.59,193.44,581,4.91
6/5/2019,4.21,3.61,3.55,2.12,193.43,208.64,200.59,1178,112,1243,112,269.2,139360,435.2,404.02,264.77,608.23,173.1,208.64,200.59,193.44,581,4.91
6/4/2019,4.21,3.61,3.55,2.12,193.43,208.64,200.59,1178,112,1243,112,269.2,139360,435.2,404.02,264.77,608.23,173.1,208.64,200.59,193.44,581,4.91
6/3/2019,4.21,3.61,3.55,2.07,193.43,208.64,200.59,1178,112,1243,112,269.2,139360,435.2,404.02,264.77,608.23,173.1,208.64,200.59,193.44,581,4.91
6/2/2019,4.21,3.61,3.55,2.14,193.43,208.64,200.59,1178,112,1243,112,269.2,139360,435.2,404.02,264.77,608.23,173.1,208.64,200.59,193.44,581,4.91
6/1/2019,4.21,3.61,3.55,2.14,193.43,208.64,200.59,1178,112,1243,112,269.2,139360,435.2,404.02,264.77,608.23,173.1,208.64,200.59,193.44,581,4.91
5/31/2019,4.33,3.74,3.69,2.14,192.35,208.15,200.69,1221,98,1293,86,268.3,139360,435.2,404.02,264.77,608.23,173.1,208.15,200.69,192.36,581,4.91
5/30/2019,4.33,3.74,3.69,2.22,192.35,208.15,200.69,1221,98,1293,86,268.3,139360,435.2,404.02,264.77,608.23,173.1,208.15,200.69,192.36,581,4.91
5/29/2019,4.33,3.74,3.69,2.25,192.35,208.15,200.69,1221,98,1293,86,268.3,139360,435.2,404.02,264.77,608.23,173.1,208.15,200.69,192.36,581,4.91
5/28/2019,4.33,3.74,3.69,2.26,192.35,208.15,200.69,1221,98,1293,86,268.3,139360,435.2,404.02,264.77,608.23,173.1,208.15,200.69,192.36,581,4.91
5/27/2019,4.33,3.74,3.69,2.32,192.35,208.15,200.69,1221,98,1293,86,268.3,139360,435.2,404.02,264.77,608.23,173.1,208.15,200.69,192.36,581,4.91
5/26/2019,4.33,3.74,3.69,2.32,192.35,208.15,200.69,1221,98,1293,86,268.3,139360,435.2,404.02,264.77,608.23,173.1,208.15,200.69,192.36,581,4.91
5/25/2019,4.33,3.74,3.69,2.32,192.35,208.15,200.69,1221,98,1293,86,268.3,139360,435.2,404.02,264.77,608.23,173.1,208.15,200.69,192.36,581,4.91
5/24/2019,4.45,3.83,3.87,2.32,192.35,208.15,200.69,1221,98,1293,86,268.3,139360,435.2,404.02,264.77,608.23,173.1,208.15,200.69,192.36,581,4.91
5/23/2019,4.45,3.83,3.87,2.31,192.35,208.15,200.69,1221,98,1293,86,268.3,139360,435.2,404.02,264.77,608.23,173.1,208.15,200.69,192.36,581,4.91
5/22/2019,4.45,3.83,3.87,2.39,192.35,208.15,200.69,1221,98,1293,86,268.3,139360,435.2,404.02,264.77,608.23,173.1,208.15,200.69,192.36,581,4.91
5/21/2019,4.45,3.83,3.87,2.43,192.35,208.15,200.69,1221,98,1293,86,268.3,139360,435.2,404.02,264.77,608.23,173.1,208.15,200.69,192.36,581,4.91
5/20/2019,4.45,3.83,3.87,2.41,192.35,208.15,200.69,1221,98,1293,86,268.3,139360,435.2,404.02,264.77,608.23,173.1,208.15,200.69,192.36,581,4.91
5/19/2019,4.45,3.83,3.87,2.39,192.35,208.15,200.69,1221,98,1293,86,268.3,139360,435.2,404.02,264.77,608.23,173.1,208.15,200.69,192.36,581,4.91
5/18/2019,4.45,3.83,3.87,2.39,192.35,208.15,200.69,1221,98,1293,86,268.3,139360,435.2,404.02,264.77,608.23,173.1,208.15,200.69,192.36,581,4.91
5/17/2019,4.46,3.88,3.7,2.39,192.35,208.15,200.69,1221,98,1293,86,268.3,139360,435.2,404.02,264.77,608.23,173.1,208.15,200.69,192.36,581,4.91
5/16/2019,4.46,3.88,3.7,2.4,192.35,208.15,200.69,1221,98,1293,86,268.3,139360,435.2,404.02,264.77,608.23,173.1,208.15,200.69,192.36,581,4.91
5/15/2019,4.46,3.88,3.7,2.37,192.35,208.15,200.69,1221,98,1293,86,268.3,139360,435.2,404.02,264.77,608.23,173.1,208.15,200.69,192.36,581,4.91
5/14/2019,4.46,3.88,3.7,2.42,192.35,208.15,200.69,1221,98,1293,86,268.3,139360,435.2,404.02,264.77,608.23,173.1,208.15,200.69,192.36,581,4.91
5/13/2019,4.46,3.88,3.7,2.4,192.35,208.15,200.69,1221,98,1293,86,268.3,139360,435.2,404.02,264.77,608.23,173.1,208.15,200.69,192.36,581,4.91
5/12/2019,4.46,3.88,3.7,2.47,192.35,208.15,200.69,1221,98,1293,86,268.3,139360,435.2,404.02,264.77,608.23,173.1,208.15,200.69,192.36,581,4.91
5/11/2019,4.46,3.88,3.7,2.47,192.35,208.15,200.69,1221,98,1293,86,268.3,139360,435.2,404.02,264.77,608.23,173.1,208.15,200.69,192.36,581,4.91
5/10/2019,4.52,3.89,3.98,2.47,192.35,208.15,200.69,1221,98,1293,86,268.3,139360,435.2,404.02,264.77,608.23,173.1,208.15,200.69,192.36,581,4.91
5/9/2019,4.52,3.89,3.98,2.45,192.35,208.15,200.69,1221,98,1293,86,268.3,139360,435.2,404.02,264.77,608.23,173.1,208.15,200.69,192.36,581,4.91
5/8/2019,4.52,3.89,3.98,2.49,192.35,208.15,200.69,1221,98,1293,86,268.3,139360,435.2,404.02,264.77,608.23,173.1,208.15,200.69,192.36,581,4.91
5/7/2019,4.52,3.89,3.98,2.45,192.35,208.15,200.69,1221,98,1293,86,268.3,139360,435.2,404.02,264.77,608.23,173.1,208.15,200.69,192.36,581,4.91
5/6/2019,4.52,3.89,3.98,2.51,192.35,208.15,200.69,1221,98,1293,86,268.3,139360,435.2,404.02,264.77,608.23,173.1,208.15,200.69,192.36,581,4.91
5/5/2019,4.52,3.89,3.98,2.54,192.35,208.15,200.69,1221,98,1293,86,268.3,139360,435.2,404.02,264.77,608.23,173.1,208.15,200.69,192.36,581,4.91
5/4/2019,4.52,3.89,3.98,2.54,192.35,208.15,200.69,1221,98,1293,86,268.3,139360,435.2,404.02,264.77,608.23,173.1,208.15,200.69,192.36,581,4.91
5/3/2019,4.55,3.91,3.97,2.54,192.35,208.15,200.69,1221,98,1293,86,268.3,139360,435.2,404.02,264.77,608.23,173.1,208.15,200.69,192.36,581,4.91
5/2/2019,4.55,3.91,3.97,2.55,192.35,208.15,200.69,1221,98,1293,86,268.3,139360,435.2,404.02,264.77,608.23,173.1,208.15,200.69,192.36,581,4.91
5/1/2019,4.55,3.91,3.97,2.52,192.35,208.15,200.69,1221,98,1293,86,268.3,139360,435.2,404.02,264.77,608.23,173.1,208.15,200.69,192.36,581,4.91
4/30/2019,4.55,3.91,3.97,2.51,190.8,207.53,200.67,1308,121,1272,130,267,139360,435.2,404.02,264.77,608.23,173.1,207.54,200.68,190.8,581,4.91
4/29/2019,4.55,3.91,3.97,2.54,190.8,207.53,200.67,1308,121,1272,130,267,139360,435.2,404.02,264.77,608.23,173.1,207.54,200.68,190.8,581,4.91
4/28/2019,4.55,3.91,3.97,2.51,190.8,207.53,200.67,1308,121,1272,130,267,139360,435.2,404.02,264.77,608.23,173.1,207.54,200.68,190.8,581,4.91
4/27/2019,4.55,3.91,3.97,2.51,190.8,207.53,200.67,1308,121,1272,130,267,139360,435.2,404.02,264.77,608.23,173.1,207.54,200.68,190.8,581,4.91
4/26/2019,4.55,3.91,4.01,2.51,190.8,207.53,200.67,1308,121,1272,130,267,139360,435.2,404.02,264.77,608.23,173.1,207.54,200.68,190.8,581,4.91
4/25/2019,4.55,3.91,4.01,2.54,190.8,207.53,200.67,1308,121,1272,130,267,139360,435.2,404.02,264.77,608.23,173.1,207.54,200.68,190.8,581,4.91
4/24/2019,4.55,3.91,4.01,2.53,190.8,207.53,200.67,1308,121,1272,130,267,139360,435.2,404.02,264.77,608.23,173.1,207.54,200.68,190.8,581,4.91
4/23/2019,4.55,3.91,4.01,2.57,190.8,207.53,200.67,1308,121,1272,130,267,139360,435.2,404.02,264.77,608.23,173.1,207.54,200.68,190.8,581,4.91
4/22/2019,4.55,3.91,4.01,2.59,190.8,207.53,200.67,1308,121,1272,130,267,139360,435.2,404.02,264.77,608.23,173.1,207.54,200.68,190.8,581,4.91
4/21/2019,4.55,3.91,4.01,2.57,190.8,207.53,200.67,1308,121,1272,130,267,139360,435.2,404.02,264.77,608.23,173.1,207.54,200.68,190.8,581,4.91
4/20/2019,4.55,3.91,4.01,2.57,190.8,207.53,200.67,1308,121,1272,130,267,139360,435.2,404.02,264.77,608.23,173.1,207.54,200.68,190.8,581,4.91
4/19/2019,4.59,3.98,4.02,2.57,190.8,207.53,200.67,1308,121,1272,130,267,139360,435.2,404.02,264.77,608.23,173.1,207.54,200.68,190.8,581,4.91
4/18/2019,4.59,3.98,4.02,2.57,190.8,207.53,200.67,1308,121,1272,130,267,139360,435.2,404.02,264.77,608.23,173.1,207.54,200.68,190.8,581,4.91
4/17/2019,4.59,3.98,4.02,2.59,190.8,207.53,200.67,1308,121,1272,130,267,139360,435.2,404.02,264.77,608.23,173.1,207.54,200.68,190.8,581,4.91
4/16/2019,4.59,3.98,4.02,2.6,190.8,207.53,200.67,1308,121,1272,130,267,139360,435.2,404.02,264.77,608.23,173.1,207.54,200.68,190.8,581,4.91
4/15/2019,4.59,3.98,4.02,2.55,190.8,207.53,200.67,1308,121,1272,130,267,139360,435.2,404.02,264.77,608.23,173.1,207.54,200.68,190.8,581,4.91
4/14/2019,4.59,3.98,4.02,2.56,190.8,207.53,200.67,1308,121,1272,130,267,139360,435.2,404.02,264.77,608.23,173.1,207.54,200.68,190.8,581,4.91
4/13/2019,4.59,3.98,4.02,2.56,190.8,207.53,200.67,1308,121,1272,130,267,139360,435.2,404.02,264.77,608.23,173.1,207.54,200.68,190.8,581,4.91
4/12/2019,4.56,3.95,3.95,2.56,190.8,207.53,200.67,1308,121,1272,130,267,139360,435.2,404.02,264.77,608.23,173.1,207.54,200.68,190.8,581,4.91
4/11/2019,4.56,3.95,3.95,2.51,190.8,207.53,200.67,1308,121,1272,130,267,139360,435.2,404.02,264.77,608.23,173.1,207.54,200.68,190.8,581,4.91
4/10/2019,4.56,3.95,3.95,2.48,190.8,207.53,200.67,1308,121,1272,130,267,139360,435.2,404.02,264.77,608.23,173.1,207.54,200.68,190.8,581,4.91
4/9/2019,4.56,3.95,3.95,2.51,190.8,207.53,200.67,1308,121,1272,130,267,139360,435.2,404.02,264.77,608.23,173.1,207.54,200.68,190.8,581,4.91
4/8/2019,4.56,3.95,3.95,2.52,190.8,207.53,200.67,1308,121,1272,130,267,139360,435.2,404.02,264.77,608.23,173.1,207.54,200.68,190.8,581,4.91
4/7/2019,4.56,3.95,3.95,2.5,190.8,207.53,200.67,1308,121,1272,130,267,139360,435.2,404.02,264.77,608.23,173.1,207.54,200.68,190.8,581,4.91
4/6/2019,4.56,3.95,3.95,2.5,190.8,207.53,200.67,1308,121,1272,130,267,139360,435.2,404.02,264.77,608.23,173.1,207.54,200.68,190.8,581,4.91
4/5/2019,4.54,3.94,3.88,2.5,190.8,207.53,200.67,1308,121,1272,130,267,139360,435.2,404.02,264.77,608.23,173.1,207.54,200.68,190.8,581,4.91
4/4/2019,4.54,3.94,3.88,2.51,190.8,207.53,200.67,1308,121,1272,130,267,139360,435.2,404.02,264.77,608.23,173.1,207.54,200.68,190.8,581,4.91
4/3/2019,4.54,3.94,3.88,2.52,190.8,207.53,200.67,1308,121,1272,130,267,139360,435.2,404.02,264.77,608.23,173.1,207.54,200.68,190.8,581,4.91
4/2/2019,4.54,3.94,3.88,2.48,190.8,207.53,200.67,1308,121,1272,130,267,139360,435.2,404.02,264.77,608.23,173.1,207.54,200.68,190.8,581,4.91
4/1/2019,4.54,3.94,3.88,2.49,190.8,207.53,200.67,1308,121,1272,130,267,139360,435.2,404.02,264.77,608.23,173.1,207.54,200.68,190.8,581,4.91
3/31/2019,4.54,3.94,3.88,2.41,189.1,207.08,200.87,1313,125,1191,82,265.7,139069,428.06,397.66,261.76,597.83,171.84,207.09,200.87,189.11,359,4.94
3/30/2019,4.54,3.94,3.88,2.41,189.1,207.08,200.87,1313,125,1191,82,265.7,139069,428.06,397.66,261.76,597.83,171.84,207.09,200.87,189.11,359,4.94
3/29/2019,4.49,3.88,3.91,2.41,189.1,207.08,200.87,1313,125,1191,82,265.7,139069,428.06,397.66,261.76,597.83,171.84,207.09,200.87,189.11,359,4.94
3/28/2019,4.49,3.88,3.91,2.39,189.1,207.08,200.87,1313,125,1191,82,265.7,139069,428.06,397.66,261.76,597.83,171.84,207.09,200.87,189.11,359,4.94
3/27/2019,4.49,3.88,3.91,2.39,189.1,207.08,200.87,1313,125,1191,82,265.7,139069,428.06,397.66,261.76,597.83,171.84,207.09,200.87,189.11,359,4.94
3/26/2019,4.49,3.88,3.91,2.41,189.1,207.08,200.87,1313,125,1191,82,265.7,139069,428.06,397.66,261.76,597.83,171.84,207.09,200.87,189.11,359,4.94
3/25/2019,4.49,3.88,3.91,2.43,189.1,207.08,200.87,1313,125,1191,82,265.7,139069,428.06,397.66,261.76,597.83,171.84,207.09,200.87,189.11,359,4.94
3/24/2019,4.49,3.88,3.91,2.44,189.1,207.08,200.87,1313,125,1191,82,265.7,139069,428.06,397.66,261.76,597.83,171.84,207.09,200.87,189.11,359,4.94
3/23/2019,4.49,3.88,3.91,2.44,189.1,207.08,200.87,1313,125,1191,82,265.7,139069,428.06,397.66,261.76,597.83,171.84,207.09,200.87,189.11,359,4.94
3/22/2019,4.56,3.99,3.88,2.44,189.1,207.08,200.87,1313,125,1191,82,265.7,139069,428.06,397.66,261.76,597.83,171.84,207.09,200.87,189.11,359,4.94
3/21/2019,4.56,3.99,3.88,2.54,189.1,207.08,200.87,1313,125,1191,82,265.7,139069,428.06,397.66,261.76,597.83,171.84,207.09,200.87,189.11,359,4.94
3/20/2019,4.56,3.99,3.88,2.54,189.1,207.08,200.87,1313,125,1191,82,265.7,139069,428.06,397.66,261.76,597.83,171.84,207.09,200.87,189.11,359,4.94
3/19/2019,4.56,3.99,3.88,2.61,189.1,207.08,200.87,1313,125,1191,82,265.7,139069,428.06,397.66,261.76,597.83,171.84,207.09,200.87,189.11,359,4.94
3/18/2019,4.56,3.99,3.88,2.6,189.1,207.08,200.87,1313,125,1191,82,265.7,139069,428.06,397.66,261.76,597.83,171.84,207.09,200.87,189.11,359,4.94
3/17/2019,4.56,3.99,3.88,2.59,189.1,207.08,200.87,1313,125,1191,82,265.7,139069,428.06,397.66,261.76,597.83,171.84,207.09,200.87,189.11,359,4.94
3/16/2019,4.56,3.99,3.88,2.59,189.1,207.08,200.87,1313,125,1191,82,265.7,139069,428.06,397.66,261.76,597.83,171.84,207.09,200.87,189.11,359,4.94
3/15/2019,4.67,4.07,4.1,2.59,189.1,207.08,200.87,1313,125,1191,82,265.7,139069,428.06,397.66,261.76,597.83,171.84,207.09,200.87,189.11,359,4.94
3/14/2019,4.67,4.07,4.1,2.63,189.1,207.08,200.87,1313,125,1191,82,265.7,139069,428.06,397.66,261.76,597.83,171.84,207.09,200.87,189.11,359,4.94
