,,,,,,,,7/17/2024,7/17/2024,7/17/2024,7/17/2024,7/30/2024,,8/27/2024,8/27/2024,8/27/2024,8/27/2024,,USE Revised - new info7/30/2024,USE Revised - new info7/30/2024,USE Revised,projected,8/27/2024
Date,MB30ER,MB3015ER,MB305AER,H15T10Y,FMHPUS-REVISED,SPCSUSS-REVISED,SPCSNYS-REVISED,PHUCTOT,PHUCNE,NHSPSTOT,NHSPSNE,HPIMLEVL,HOWNALL,HPI LEVL,HPI STCT,HPI PURC,HPI NE,HPPRCTPO,SPCSUSS,SPCSNYS,FMHPUS,FANNORIG,HPI YOY%
8/10/2011,4.49,3.74,3.11,2.17,123.67,139.31,166.69,614,66,585,56,177.4,132362,311.88,389.85,176.34,494.85,160.62,139.31,166.69,123.67,,-3.64
8/9/2011,4.49,3.74,3.11,2.2,123.67,139.31,166.69,614,66,585,56,177.4,132362,311.88,389.85,176.34,494.85,160.62,139.31,166.69,123.67,,-3.64
8/8/2011,4.49,3.74,3.11,2.4,123.67,139.31,166.69,614,66,585,56,177.4,132362,311.88,389.85,176.34,494.85,160.62,139.31,166.69,123.67,,-3.64
8/7/2011,4.49,3.74,3.11,2.58,123.67,139.31,166.69,614,66,585,56,177.4,132362,311.88,389.85,176.34,494.85,160.62,139.31,166.69,123.67,,-3.64
8/6/2011,4.49,3.74,3.11,2.58,123.67,139.31,166.69,614,66,585,56,177.4,132362,311.88,389.85,176.34,494.85,160.62,139.31,166.69,123.67,,-3.64
8/5/2011,4.58,3.76,3.17,2.58,123.67,139.31,166.69,614,66,585,56,177.4,132362,311.88,389.85,176.34,494.85,160.62,139.31,166.69,123.67,,-3.64
8/4/2011,4.58,3.76,3.17,2.47,123.67,139.31,166.69,614,66,585,56,177.4,132362,311.88,389.85,176.34,494.85,160.62,139.31,166.69,123.67,,-3.64
8/3/2011,4.58,3.76,3.17,2.64,123.67,139.31,166.69,614,66,585,56,177.4,132362,311.88,389.85,176.34,494.85,160.62,139.31,166.69,123.67,,-3.64
8/2/2011,4.58,3.76,3.17,2.66,123.67,139.31,166.69,614,66,585,56,177.4,132362,311.88,389.85,176.34,494.85,160.62,139.31,166.69,123.67,,-3.64
8/1/2011,4.58,3.76,3.17,2.77,123.67,139.31,166.69,614,66,585,56,177.4,132362,311.88,389.85,176.34,494.85,160.62,139.31,166.69,123.67,,-3.64
7/31/2011,4.58,3.76,3.17,2.82,124.1,139.73,167.04,634,67,623,88,177.9,132362,311.88,389.85,176.34,494.85,160.62,139.73,167.04,124.11,,-3.64
7/30/2011,4.58,3.76,3.17,2.82,124.1,139.73,167.04,634,67,623,88,177.9,132362,311.88,389.85,176.34,494.85,160.62,139.73,167.04,124.11,,-3.64
7/29/2011,4.61,3.78,3.21,2.82,124.1,139.73,167.04,634,67,623,88,177.9,132362,311.88,389.85,176.34,494.85,160.62,139.73,167.04,124.11,,-3.64
7/28/2011,4.61,3.78,3.21,2.98,124.1,139.73,167.04,634,67,623,88,177.9,132362,311.88,389.85,176.34,494.85,160.62,139.73,167.04,124.11,,-3.64
7/27/2011,4.61,3.78,3.21,3.01,124.1,139.73,167.04,634,67,623,88,177.9,132362,311.88,389.85,176.34,494.85,160.62,139.73,167.04,124.11,,-3.64
7/26/2011,4.61,3.78,3.21,2.99,124.1,139.73,167.04,634,67,623,88,177.9,132362,311.88,389.85,176.34,494.85,160.62,139.73,167.04,124.11,,-3.64
7/25/2011,4.61,3.78,3.21,3.03,124.1,139.73,167.04,634,67,623,88,177.9,132362,311.88,389.85,176.34,494.85,160.62,139.73,167.04,124.11,,-3.64
7/24/2011,4.61,3.78,3.21,2.99,124.1,139.73,167.04,634,67,623,88,177.9,132362,311.88,389.85,176.34,494.85,160.62,139.73,167.04,124.11,,-3.64
7/23/2011,4.61,3.78,3.21,2.99,124.1,139.73,167.04,634,67,623,88,177.9,132362,311.88,389.85,176.34,494.85,160.62,139.73,167.04,124.11,,-3.64
7/22/2011,4.8,3.94,3.26,2.99,124.1,139.73,167.04,634,67,623,88,177.9,132362,311.88,389.85,176.34,494.85,160.62,139.73,167.04,124.11,,-3.64
7/21/2011,4.8,3.94,3.26,3.03,124.1,139.73,167.04,634,67,623,88,177.9,132362,311.88,389.85,176.34,494.85,160.62,139.73,167.04,124.11,,-3.64
7/20/2011,4.8,3.94,3.26,2.96,124.1,139.73,167.04,634,67,623,88,177.9,132362,311.88,389.85,176.34,494.85,160.62,139.73,167.04,124.11,,-3.64
7/19/2011,4.8,3.94,3.26,2.91,124.1,139.73,167.04,634,67,623,88,177.9,132362,311.88,389.85,176.34,494.85,160.62,139.73,167.04,124.11,,-3.64
7/18/2011,4.8,3.94,3.26,2.94,124.1,139.73,167.04,634,67,623,88,177.9,132362,311.88,389.85,176.34,494.85,160.62,139.73,167.04,124.11,,-3.64
7/17/2011,4.8,3.94,3.26,2.94,124.1,139.73,167.04,634,67,623,88,177.9,132362,311.88,389.85,176.34,494.85,160.62,139.73,167.04,124.11,,-3.64
7/16/2011,4.8,3.94,3.26,2.94,124.1,139.73,167.04,634,67,623,88,177.9,132362,311.88,389.85,176.34,494.85,160.62,139.73,167.04,124.11,,-3.64
7/15/2011,4.74,3.9,3.28,2.94,124.1,139.73,167.04,634,67,623,88,177.9,132362,311.88,389.85,176.34,494.85,160.62,139.73,167.04,124.11,,-3.64
7/14/2011,4.74,3.9,3.28,2.98,124.1,139.73,167.04,634,67,623,88,177.9,132362,311.88,389.85,176.34,494.85,160.62,139.73,167.04,124.11,,-3.64
7/13/2011,4.74,3.9,3.28,2.92,124.1,139.73,167.04,634,67,623,88,177.9,132362,311.88,389.85,176.34,494.85,160.62,139.73,167.04,124.11,,-3.64
7/12/2011,4.74,3.9,3.28,2.92,124.1,139.73,167.04,634,67,623,88,177.9,132362,311.88,389.85,176.34,494.85,160.62,139.73,167.04,124.11,,-3.64
7/11/2011,4.74,3.9,3.28,2.94,124.1,139.73,167.04,634,67,623,88,177.9,132362,311.88,389.85,176.34,494.85,160.62,139.73,167.04,124.11,,-3.64
7/10/2011,4.74,3.9,3.28,3.03,124.1,139.73,167.04,634,67,623,88,177.9,132362,311.88,389.85,176.34,494.85,160.62,139.73,167.04,124.11,,-3.64
7/9/2011,4.74,3.9,3.28,3.03,124.1,139.73,167.04,634,67,623,88,177.9,132362,311.88,389.85,176.34,494.85,160.62,139.73,167.04,124.11,,-3.64
7/8/2011,4.75,3.96,3.34,3.03,124.1,139.73,167.04,634,67,623,88,177.9,132362,311.88,389.85,176.34,494.85,160.62,139.73,167.04,124.11,,-3.64
7/7/2011,4.75,3.96,3.34,3.17,124.1,139.73,167.04,634,67,623,88,177.9,132362,311.88,389.85,176.34,494.85,160.62,139.73,167.04,124.11,,-3.64
7/6/2011,4.75,3.96,3.34,3.12,124.1,139.73,167.04,634,67,623,88,177.9,132362,311.88,389.85,176.34,494.85,160.62,139.73,167.04,124.11,,-3.64
7/5/2011,4.75,3.96,3.34,3.16,124.1,139.73,167.04,634,67,623,88,177.9,132362,311.88,389.85,176.34,494.85,160.62,139.73,167.04,124.11,,-3.64
7/4/2011,4.75,3.96,3.34,3.22,124.1,139.73,167.04,634,67,623,88,177.9,132362,311.88,389.85,176.34,494.85,160.62,139.73,167.04,124.11,,-3.64
7/3/2011,4.75,3.96,3.34,3.22,124.1,139.73,167.04,634,67,623,88,177.9,132362,311.88,389.85,176.34,494.85,160.62,139.73,167.04,124.11,,-3.64
7/2/2011,4.75,3.96,3.34,3.22,124.1,139.73,167.04,634,67,623,88,177.9,132362,311.88,389.85,176.34,494.85,160.62,139.73,167.04,124.11,,-3.64
7/1/2011,4.87,4.01,3.41,3.22,124.1,139.73,167.04,634,67,623,88,177.9,132362,311.88,389.85,176.34,494.85,160.62,139.73,167.04,124.11,,-3.64
6/30/2011,4.87,4.01,3.41,3.18,124.15,139.86,166.29,579,83,608,69,177.5,132239,309.57,388.72,175.82,492.48,163.27,139.86,166.29,124.15,,-5.52
6/29/2011,4.87,4.01,3.41,3.14,124.15,139.86,166.29,579,83,608,69,177.5,132239,309.57,388.72,175.82,492.48,163.27,139.86,166.29,124.15,,-5.52
6/28/2011,4.87,4.01,3.41,3.05,124.15,139.86,166.29,579,83,608,69,177.5,132239,309.57,388.72,175.82,492.48,163.27,139.86,166.29,124.15,,-5.52
6/27/2011,4.87,4.01,3.41,2.95,124.15,139.86,166.29,579,83,608,69,177.5,132239,309.57,388.72,175.82,492.48,163.27,139.86,166.29,124.15,,-5.52
6/26/2011,4.87,4.01,3.41,2.88,124.15,139.86,166.29,579,83,608,69,177.5,132239,309.57,388.72,175.82,492.48,163.27,139.86,166.29,124.15,,-5.52
6/25/2011,4.87,4.01,3.41,2.88,124.15,139.86,166.29,579,83,608,69,177.5,132239,309.57,388.72,175.82,492.48,163.27,139.86,166.29,124.15,,-5.52
6/24/2011,4.7,3.92,3.27,2.88,124.15,139.86,166.29,579,83,608,69,177.5,132239,309.57,388.72,175.82,492.48,163.27,139.86,166.29,124.15,,-5.52
6/23/2011,4.7,3.92,3.27,2.93,124.15,139.86,166.29,579,83,608,69,177.5,132239,309.57,388.72,175.82,492.48,163.27,139.86,166.29,124.15,,-5.52
6/22/2011,4.7,3.92,3.27,3.01,124.15,139.86,166.29,579,83,608,69,177.5,132239,309.57,388.72,175.82,492.48,163.27,139.86,166.29,124.15,,-5.52
6/21/2011,4.7,3.92,3.27,2.99,124.15,139.86,166.29,579,83,608,69,177.5,132239,309.57,388.72,175.82,492.48,163.27,139.86,166.29,124.15,,-5.52
6/20/2011,4.7,3.92,3.27,2.97,124.15,139.86,166.29,579,83,608,69,177.5,132239,309.57,388.72,175.82,492.48,163.27,139.86,166.29,124.15,,-5.52
6/19/2011,4.7,3.92,3.27,2.94,124.15,139.86,166.29,579,83,608,69,177.5,132239,309.57,388.72,175.82,492.48,163.27,139.86,166.29,124.15,,-5.52
6/18/2011,4.7,3.92,3.27,2.94,124.15,139.86,166.29,579,83,608,69,177.5,132239,309.57,388.72,175.82,492.48,163.27,139.86,166.29,124.15,,-5.52
6/17/2011,4.75,3.96,3.24,2.94,124.15,139.86,166.29,579,83,608,69,177.5,132239,309.57,388.72,175.82,492.48,163.27,139.86,166.29,124.15,,-5.52
6/16/2011,4.75,3.96,3.24,2.93,124.15,139.86,166.29,579,83,608,69,177.5,132239,309.57,388.72,175.82,492.48,163.27,139.86,166.29,124.15,,-5.52
6/15/2011,4.75,3.96,3.24,2.98,124.15,139.86,166.29,579,83,608,69,177.5,132239,309.57,388.72,175.82,492.48,163.27,139.86,166.29,124.15,,-5.52
6/14/2011,4.75,3.96,3.24,3.11,124.15,139.86,166.29,579,83,608,69,177.5,132239,309.57,388.72,175.82,492.48,163.27,139.86,166.29,124.15,,-5.52
6/13/2011,4.75,3.96,3.24,3,124.15,139.86,166.29,579,83,608,69,177.5,132239,309.57,388.72,175.82,492.48,163.27,139.86,166.29,124.15,,-5.52
6/12/2011,4.75,3.96,3.24,2.99,124.15,139.86,166.29,579,83,608,69,177.5,132239,309.57,388.72,175.82,492.48,163.27,139.86,166.29,124.15,,-5.52
6/11/2011,4.75,3.96,3.24,2.99,124.15,139.86,166.29,579,83,608,69,177.5,132239,309.57,388.72,175.82,492.48,163.27,139.86,166.29,124.15,,-5.52
6/10/2011,4.72,3.94,3.24,2.99,124.15,139.86,166.29,579,83,608,69,177.5,132239,309.57,388.72,175.82,492.48,163.27,139.86,166.29,124.15,,-5.52
6/9/2011,4.72,3.94,3.24,3.01,124.15,139.86,166.29,579,83,608,69,177.5,132239,309.57,388.72,175.82,492.48,163.27,139.86,166.29,124.15,,-5.52
6/8/2011,4.72,3.94,3.24,2.98,124.15,139.86,166.29,579,83,608,69,177.5,132239,309.57,388.72,175.82,492.48,163.27,139.86,166.29,124.15,,-5.52
6/7/2011,4.72,3.94,3.24,3.01,124.15,139.86,166.29,579,83,608,69,177.5,132239,309.57,388.72,175.82,492.48,163.27,139.86,166.29,124.15,,-5.52
6/6/2011,4.72,3.94,3.24,3.01,124.15,139.86,166.29,579,83,608,69,177.5,132239,309.57,388.72,175.82,492.48,163.27,139.86,166.29,124.15,,-5.52
6/5/2011,4.72,3.94,3.24,2.99,124.15,139.86,166.29,579,83,608,69,177.5,132239,309.57,388.72,175.82,492.48,163.27,139.86,166.29,124.15,,-5.52
6/4/2011,4.72,3.94,3.24,2.99,124.15,139.86,166.29,579,83,608,69,177.5,132239,309.57,388.72,175.82,492.48,163.27,139.86,166.29,124.15,,-5.52
6/3/2011,4.73,3.93,3.24,2.99,124.15,139.86,166.29,579,83,608,69,177.5,132239,309.57,388.72,175.82,492.48,163.27,139.86,166.29,124.15,,-5.52
6/2/2011,4.73,3.93,3.24,3.04,124.15,139.86,166.29,579,83,608,69,177.5,132239,309.57,388.72,175.82,492.48,163.27,139.86,166.29,124.15,,-5.52
6/1/2011,4.73,3.93,3.24,2.96,124.15,139.86,166.29,579,83,608,69,177.5,132239,309.57,388.72,175.82,492.48,163.27,139.86,166.29,124.15,,-5.52
5/31/2011,4.73,3.93,3.24,3.05,123.72,139.9,166.84,549,68,561,58,177.1,132239,309.57,388.72,175.82,492.48,163.27,139.9,166.84,123.72,,-5.52
5/30/2011,4.73,3.93,3.24,3.07,123.72,139.9,166.84,549,68,561,58,177.1,132239,309.57,388.72,175.82,492.48,163.27,139.9,166.84,123.72,,-5.52
5/29/2011,4.73,3.93,3.24,3.07,123.72,139.9,166.84,549,68,561,58,177.1,132239,309.57,388.72,175.82,492.48,163.27,139.9,166.84,123.72,,-5.52
5/28/2011,4.73,3.93,3.24,3.07,123.72,139.9,166.84,549,68,561,58,177.1,132239,309.57,388.72,175.82,492.48,163.27,139.9,166.84,123.72,,-5.52
5/27/2011,4.78,4.05,3.38,3.07,123.72,139.9,166.84,549,68,561,58,177.1,132239,309.57,388.72,175.82,492.48,163.27,139.9,166.84,123.72,,-5.52
5/26/2011,4.78,4.05,3.38,3.07,123.72,139.9,166.84,549,68,561,58,177.1,132239,309.57,388.72,175.82,492.48,163.27,139.9,166.84,123.72,,-5.52
5/25/2011,4.78,4.05,3.38,3.13,123.72,139.9,166.84,549,68,561,58,177.1,132239,309.57,388.72,175.82,492.48,163.27,139.9,166.84,123.72,,-5.52
5/24/2011,4.78,4.05,3.38,3.12,123.72,139.9,166.84,549,68,561,58,177.1,132239,309.57,388.72,175.82,492.48,163.27,139.9,166.84,123.72,,-5.52
5/23/2011,4.78,4.05,3.38,3.13,123.72,139.9,166.84,549,68,561,58,177.1,132239,309.57,388.72,175.82,492.48,163.27,139.9,166.84,123.72,,-5.52
5/22/2011,4.78,4.05,3.38,3.15,123.72,139.9,166.84,549,68,561,58,177.1,132239,309.57,388.72,175.82,492.48,163.27,139.9,166.84,123.72,,-5.52
5/21/2011,4.78,4.05,3.38,3.15,123.72,139.9,166.84,549,68,561,58,177.1,132239,309.57,388.72,175.82,492.48,163.27,139.9,166.84,123.72,,-5.52
5/20/2011,4.83,4.04,3.44,3.15,123.72,139.9,166.84,549,68,561,58,177.1,132239,309.57,388.72,175.82,492.48,163.27,139.9,166.84,123.72,,-5.52
5/19/2011,4.83,4.04,3.44,3.17,123.72,139.9,166.84,549,68,561,58,177.1,132239,309.57,388.72,175.82,492.48,163.27,139.9,166.84,123.72,,-5.52
5/18/2011,4.83,4.04,3.44,3.18,123.72,139.9,166.84,549,68,561,58,177.1,132239,309.57,388.72,175.82,492.48,163.27,139.9,166.84,123.72,,-5.52
5/17/2011,4.83,4.04,3.44,3.12,123.72,139.9,166.84,549,68,561,58,177.1,132239,309.57,388.72,175.82,492.48,163.27,139.9,166.84,123.72,,-5.52
5/16/2011,4.83,4.04,3.44,3.15,123.72,139.9,166.84,549,68,561,58,177.1,132239,309.57,388.72,175.82,492.48,163.27,139.9,166.84,123.72,,-5.52
5/15/2011,4.83,4.04,3.44,3.18,123.72,139.9,166.84,549,68,561,58,177.1,132239,309.57,388.72,175.82,492.48,163.27,139.9,166.84,123.72,,-5.52
5/14/2011,4.83,4.04,3.44,3.18,123.72,139.9,166.84,549,68,561,58,177.1,132239,309.57,388.72,175.82,492.48,163.27,139.9,166.84,123.72,,-5.52
5/13/2011,4.79,4.06,3.48,3.18,123.72,139.9,166.84,549,68,561,58,177.1,132239,309.57,388.72,175.82,492.48,163.27,139.9,166.84,123.72,,-5.52
5/12/2011,4.79,4.06,3.48,3.22,123.72,139.9,166.84,549,68,561,58,177.1,132239,309.57,388.72,175.82,492.48,163.27,139.9,166.84,123.72,,-5.52
5/11/2011,4.79,4.06,3.48,3.19,123.72,139.9,166.84,549,68,561,58,177.1,132239,309.57,388.72,175.82,492.48,163.27,139.9,166.84,123.72,,-5.52
5/10/2011,4.79,4.06,3.48,3.23,123.72,139.9,166.84,549,68,561,58,177.1,132239,309.57,388.72,175.82,492.48,163.27,139.9,166.84,123.72,,-5.52
5/9/2011,4.79,4.06,3.48,3.17,123.72,139.9,166.84,549,68,561,58,177.1,132239,309.57,388.72,175.82,492.48,163.27,139.9,166.84,123.72,,-5.52
5/8/2011,4.79,4.06,3.48,3.19,123.72,139.9,166.84,549,68,561,58,177.1,132239,309.57,388.72,175.82,492.48,163.27,139.9,166.84,123.72,,-5.52
5/7/2011,4.79,4.06,3.48,3.19,123.72,139.9,166.84,549,68,561,58,177.1,132239,309.57,388.72,175.82,492.48,163.27,139.9,166.84,123.72,,-5.52
5/6/2011,4.89,4.08,3.53,3.19,123.72,139.9,166.84,549,68,561,58,177.1,132239,309.57,388.72,175.82,492.48,163.27,139.9,166.84,123.72,,-5.52
5/5/2011,4.89,4.08,3.53,3.18,123.72,139.9,166.84,549,68,561,58,177.1,132239,309.57,388.72,175.82,492.48,163.27,139.9,166.84,123.72,,-5.52
5/4/2011,4.89,4.08,3.53,3.25,123.72,139.9,166.84,549,68,561,58,177.1,132239,309.57,388.72,175.82,492.48,163.27,139.9,166.84,123.72,,-5.52
5/3/2011,4.89,4.08,3.53,3.28,123.72,139.9,166.84,549,68,561,58,177.1,132239,309.57,388.72,175.82,492.48,163.27,139.9,166.84,123.72,,-5.52
5/2/2011,4.89,4.08,3.53,3.31,123.72,139.9,166.84,549,68,561,58,177.1,132239,309.57,388.72,175.82,492.48,163.27,139.9,166.84,123.72,,-5.52
5/1/2011,4.89,4.08,3.53,3.32,123.72,139.9,166.84,549,68,561,58,177.1,132239,309.57,388.72,175.82,492.48,163.27,139.9,166.84,123.72,,-5.52
4/30/2011,4.89,4.08,3.53,3.32,123.14,140.01,167.13,549,67,554,57,177.5,132239,309.57,388.72,175.82,492.48,163.27,140.01,167.13,123.14,,-5.52
4/29/2011,4.91,4.16,3.59,3.32,123.14,140.01,167.13,549,67,554,57,177.5,132239,309.57,388.72,175.82,492.48,163.27,140.01,167.13,123.14,,-5.52
4/28/2011,4.91,4.16,3.59,3.34,123.14,140.01,167.13,549,67,554,57,177.5,132239,309.57,388.72,175.82,492.48,163.27,140.01,167.13,123.14,,-5.52
4/27/2011,4.91,4.16,3.59,3.39,123.14,140.01,167.13,549,67,554,57,177.5,132239,309.57,388.72,175.82,492.48,163.27,140.01,167.13,123.14,,-5.52
4/26/2011,4.91,4.16,3.59,3.34,123.14,140.01,167.13,549,67,554,57,177.5,132239,309.57,388.72,175.82,492.48,163.27,140.01,167.13,123.14,,-5.52
4/25/2011,4.91,4.16,3.59,3.39,123.14,140.01,167.13,549,67,554,57,177.5,132239,309.57,388.72,175.82,492.48,163.27,140.01,167.13,123.14,,-5.52
4/24/2011,4.91,4.16,3.59,3.42,123.14,140.01,167.13,549,67,554,57,177.5,132239,309.57,388.72,175.82,492.48,163.27,140.01,167.13,123.14,,-5.52
4/23/2011,4.91,4.16,3.59,3.42,123.14,140.01,167.13,549,67,554,57,177.5,132239,309.57,388.72,175.82,492.48,163.27,140.01,167.13,123.14,,-5.52
4/22/2011,5,4.27,3.62,3.42,123.14,140.01,167.13,549,67,554,57,177.5,132239,309.57,388.72,175.82,492.48,163.27,140.01,167.13,123.14,,-5.52
4/21/2011,5,4.27,3.62,3.42,123.14,140.01,167.13,549,67,554,57,177.5,132239,309.57,388.72,175.82,492.48,163.27,140.01,167.13,123.14,,-5.52
4/20/2011,5,4.27,3.62,3.43,123.14,140.01,167.13,549,67,554,57,177.5,132239,309.57,388.72,175.82,492.48,163.27,140.01,167.13,123.14,,-5.52
4/19/2011,5,4.27,3.62,3.39,123.14,140.01,167.13,549,67,554,57,177.5,132239,309.57,388.72,175.82,492.48,163.27,140.01,167.13,123.14,,-5.52
4/18/2011,5,4.27,3.62,3.4,123.14,140.01,167.13,549,67,554,57,177.5,132239,309.57,388.72,175.82,492.48,163.27,140.01,167.13,123.14,,-5.52
4/17/2011,5,4.27,3.62,3.43,123.14,140.01,167.13,549,67,554,57,177.5,132239,309.57,388.72,175.82,492.48,163.27,140.01,167.13,123.14,,-5.52
4/16/2011,5,4.27,3.62,3.43,123.14,140.01,167.13,549,67,554,57,177.5,132239,309.57,388.72,175.82,492.48,163.27,140.01,167.13,123.14,,-5.52
4/15/2011,5.04,4.33,3.68,3.43,123.14,140.01,167.13,549,67,554,57,177.5,132239,309.57,388.72,175.82,492.48,163.27,140.01,167.13,123.14,,-5.52
4/14/2011,5.04,4.33,3.68,3.51,123.14,140.01,167.13,549,67,554,57,177.5,132239,309.57,388.72,175.82,492.48,163.27,140.01,167.13,123.14,,-5.52
4/13/2011,5.04,4.33,3.68,3.49,123.14,140.01,167.13,549,67,554,57,177.5,132239,309.57,388.72,175.82,492.48,163.27,140.01,167.13,123.14,,-5.52
4/12/2011,5.04,4.33,3.68,3.52,123.14,140.01,167.13,549,67,554,57,177.5,132239,309.57,388.72,175.82,492.48,163.27,140.01,167.13,123.14,,-5.52
4/11/2011,5.04,4.33,3.68,3.59,123.14,140.01,167.13,549,67,554,57,177.5,132239,309.57,388.72,175.82,492.48,163.27,140.01,167.13,123.14,,-5.52
4/10/2011,5.04,4.33,3.68,3.59,123.14,140.01,167.13,549,67,554,57,177.5,132239,309.57,388.72,175.82,492.48,163.27,140.01,167.13,123.14,,-5.52
4/9/2011,5.04,4.33,3.68,3.59,123.14,140.01,167.13,549,67,554,57,177.5,132239,309.57,388.72,175.82,492.48,163.27,140.01,167.13,123.14,,-5.52
4/8/2011,5.17,4.48,3.83,3.59,123.14,140.01,167.13,549,67,554,57,177.5,132239,309.57,388.72,175.82,492.48,163.27,140.01,167.13,123.14,,-5.52
4/7/2011,5.17,4.48,3.83,3.58,123.14,140.01,167.13,549,67,554,57,177.5,132239,309.57,388.72,175.82,492.48,163.27,140.01,167.13,123.14,,-5.52
4/6/2011,5.17,4.48,3.83,3.56,123.14,140.01,167.13,549,67,554,57,177.5,132239,309.57,388.72,175.82,492.48,163.27,140.01,167.13,123.14,,-5.52
4/5/2011,5.17,4.48,3.83,3.5,123.14,140.01,167.13,549,67,554,57,177.5,132239,309.57,388.72,175.82,492.48,163.27,140.01,167.13,123.14,,-5.52
4/4/2011,5.17,4.48,3.83,3.45,123.14,140.01,167.13,549,67,554,57,177.5,132239,309.57,388.72,175.82,492.48,163.27,140.01,167.13,123.14,,-5.52
4/3/2011,5.17,4.48,3.83,3.46,123.14,140.01,167.13,549,67,554,57,177.5,132239,309.57,388.72,175.82,492.48,163.27,140.01,167.13,123.14,,-5.52
4/2/2011,5.17,4.48,3.83,3.46,123.14,140.01,167.13,549,67,554,57,177.5,132239,309.57,388.72,175.82,492.48,163.27,140.01,167.13,123.14,,-5.52
4/1/2011,5.07,4.42,3.82,3.46,123.14,140.01,167.13,549,67,554,57,177.5,132239,309.57,388.72,175.82,492.48,163.27,140.01,167.13,123.14,,-5.52
3/31/2011,5.07,4.42,3.82,3.47,122.62,139.98,165.51,591,68,600,62,177,132117,315.12,396.08,177.31,500.6,163.35,139.98,165.51,122.62,,-5.37
3/30/2011,5.07,4.42,3.82,3.47,122.62,139.98,165.51,591,68,600,62,177,132117,315.12,396.08,177.31,500.6,163.35,139.98,165.51,122.62,,-5.37
3/29/2011,5.07,4.42,3.82,3.5,122.62,139.98,165.51,591,68,600,62,177,132117,315.12,396.08,177.31,500.6,163.35,139.98,165.51,122.62,,-5.37
3/28/2011,5.07,4.42,3.82,3.47,122.62,139.98,165.51,591,68,600,62,177,132117,315.12,396.08,177.31,500.6,163.35,139.98,165.51,122.62,,-5.37
3/27/2011,5.07,4.42,3.82,3.46,122.62,139.98,165.51,591,68,600,62,177,132117,315.12,396.08,177.31,500.6,163.35,139.98,165.51,122.62,,-5.37
3/26/2011,5.07,4.42,3.82,3.46,122.62,139.98,165.51,591,68,600,62,177,132117,315.12,396.08,177.31,500.6,163.35,139.98,165.51,122.62,,-5.37
3/25/2011,5.09,4.41,3.76,3.46,122.62,139.98,165.51,591,68,600,62,177,132117,315.12,396.08,177.31,500.6,163.35,139.98,165.51,122.62,,-5.37
3/24/2011,5.09,4.41,3.76,3.42,122.62,139.98,165.51,591,68,600,62,177,132117,315.12,396.08,177.31,500.6,163.35,139.98,165.51,122.62,,-5.37
3/23/2011,5.09,4.41,3.76,3.36,122.62,139.98,165.51,591,68,600,62,177,132117,315.12,396.08,177.31,500.6,163.35,139.98,165.51,122.62,,-5.37
3/22/2011,5.09,4.41,3.76,3.34,122.62,139.98,165.51,591,68,600,62,177,132117,315.12,396.08,177.31,500.6,163.35,139.98,165.51,122.62,,-5.37
3/21/2011,5.09,4.41,3.76,3.34,122.62,139.98,165.51,591,68,600,62,177,132117,315.12,396.08,177.31,500.6,163.35,139.98,165.51,122.62,,-5.37
3/20/2011,5.09,4.41,3.76,3.28,122.62,139.98,165.51,591,68,600,62,177,132117,315.12,396.08,177.31,500.6,163.35,139.98,165.51,122.62,,-5.37
3/19/2011,5.09,4.41,3.76,3.28,122.62,139.98,165.51,591,68,600,62,177,132117,315.12,396.08,177.31,500.6,163.35,139.98,165.51,122.62,,-5.37
3/18/2011,5,4.25,3.65,3.28,122.62,139.98,165.51,591,68,600,62,177,132117,315.12,396.08,177.31,500.6,163.35,139.98,165.51,122.62,,-5.37
3/17/2011,5,4.25,3.65,3.25,122.62,139.98,165.51,591,68,600,62,177,132117,315.12,396.08,177.31,500.6,163.35,139.98,165.51,122.62,,-5.37
3/16/2011,5,4.25,3.65,3.22,122.62,139.98,165.51,591,68,600,62,177,132117,315.12,396.08,177.31,500.6,163.35,139.98,165.51,122.62,,-5.37
3/15/2011,5,4.25,3.65,3.33,122.62,139.98,165.51,591,68,600,62,177,132117,315.12,396.08,177.31,500.6,163.35,139.98,165.51,122.62,,-5.37
3/14/2011,5,4.25,3.65,3.36,122.62,139.98,165.51,591,68,600,62,177,132117,315.12,396.08,177.31,500.6,163.35,139.98,165.51,122.62,,-5.37
3/13/2011,5,4.25,3.65,3.4,122.62,139.98,165.51,591,68,600,62,177,132117,315.12,396.08,177.31,500.6,163.35,139.98,165.51,122.62,,-5.37
3/12/2011,5,4.25,3.65,3.4,122.62,139.98,165.51,591,68,600,62,177,132117,315.12,396.08,177.31,500.6,163.35,139.98,165.51,122.62,,-5.37
3/11/2011,5.01,4.25,3.68,3.4,122.62,139.98,165.51,591,68,600,62,177,132117,315.12,396.08,177.31,500.6,163.35,139.98,165.51,122.62,,-5.37
3/10/2011,5.01,4.25,3.68,3.37,122.62,139.98,165.51,591,68,600,62,177,132117,315.12,396.08,177.31,500.6,163.35,139.98,165.51,122.62,,-5.37
3/9/2011,5.01,4.25,3.68,3.48,122.62,139.98,165.51,591,68,600,62,177,132117,315.12,396.08,177.31,500.6,163.35,139.98,165.51,122.62,,-5.37
3/8/2011,5.01,4.25,3.68,3.56,122.62,139.98,165.51,591,68,600,62,177,132117,315.12,396.08,177.31,500.6,163.35,139.98,165.51,122.62,,-5.37
